기업,기사발행일,기사제목,뉴스기사본문
디아이디,2014.11.25. 오후 5:26,"[마켓포커스]디아이디, 최대주주 변경 3上","이 기사는 11월25일 아시아경제팍스TV를 통해 방송된 내용입니다.

앵커> 다음 특징주는 디아이디입니다. 싸이 테마주로 한때 각광 받았던 곳인데요. 오늘 주가가 올랐죠?

기자 - 네 오늘 디아이디는 상한가까지 오른 2050원에 마감했습니다. 오늘로 사흘째 상한가인데요. 호재라고 한다면 이틀 전 장마감후 전해진 최대주주 변경 소식입니다.

일본업체인 코와(KOWA)가 최대주주였는데요. 코와 측이 보유주식 649만주(35.14%)를 디에스아이에 65억원에 양도하기로 한겁니다.

건설업과 합작투자업을 하는 디에스아이는 디아이디의 최대주주로 올라 경영에 참여할 계획이라고 밝혔습니다.

앵커> 그 정도 뉴스로 사흘째 상한가라니 주가 흐름이 정상적으로 보이지는 않네요.

기자 - 네 디아이디는 원래도 시장에서 작전 세력이 개입해 주가를 조종한다는 말이 파다했는데요. 지난해 4월부터 이달까지 계속 하락하던 주가가 갑자기 반등세를 보이고 있는 겁니다.

이틀 전 최대주주 변경 소식이 호재라고 하지만, 공시는 그 날 장마감 후 나왔는데 이미 당일 오전부터 주가는 상한가를 기록했었고요.

오늘은 겨우 4만주 거래량으로 주가가 상한가를 기록했습니다. 참고로 이 회사의 상장주식 수는 1883만주입니다.

앵커> 실적도 좋지 않은 것으로 압니다.

기자 - 지난해 당기손실 465억원을 기록했고요. 매출액도 전년 대비 줄었습니다. 올해는 1분기 80억원 순손실, 2분기 185억원 순익을 기록했는데요. 여기서 2분기 순익은 자체 실적이 아니라, 중국 공장 이전에 따른 보상비를 받아서 나온 겁니다.

영업수지를 보면 2분기에 77억원 영업손실을 기록했습니다.

앵커> 실적은 부실하고 주가 추이도 정상적으로 보이지는 않으니 투자에 유의하시는 게 좋겠습니다.

전필수 기자 philsu@asiae.co.kr

▶ 아시아경제 기획특집 韓 주변 리더십 大충돌 ""아베vs시진핑""[루머앤진실] [네티즌핫이슈] [골프뉴스] [부동산소식] [자동차정보]

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디아이디,2014.11.24. 오전 10:04,"[특징주]디아이디, 최대주주 변경 소식에 '上'","[아시아경제 박미주 기자]디아이디가 최대주주가 변경 소식에 상한가다.

24일 오전 10시3분 현재 디아이디는 전 거래일보다 230원(14.79%) 오른 1785원에 거래되고 있다.

디아이디는 지난 21일 최대주주 변경을 수반하는 주식 양수도 계약이 체결됐다고 공시했다.

이전 최대주주인 코와(KOWA)가 디에스아이에 649만주를 양도한다. 총 양수도 대금은 64억9000만원이다. 회사 측은 디에스아이가 경영에 참여할 계획이라고 밝혔다.

박미주 기자 beyond@asiae.co.kr

▶ 아시아경제 기획특집 韓 주변 리더십 大충돌 ""아베vs시진핑""[루머앤진실] [네티즌핫이슈] [골프뉴스] [부동산소식] [자동차정보]

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
디아이디,2014.11.21. 오후 5:12,"디에스아이, 디아이디 최대주주로…경영참여","(서울=연합뉴스) 윤선희 기자 = 디아이디는 자사 최대주주인 코와(KOWA)사가 보유한 주식 649만주(35.14%)를 디에스아이에 65억원에 양도하기로 했다고 21일 공시했다.

건설업과 합작투자업을 하는 디에스아이는 디아이디의 최대주주로 올라 경영에 참여할 계획이라고 디아이디는 밝혔다.

indigo@yna.co.kr

▶으리으리한 연합뉴스 앱 지금 바로 다운받으리~

▶ [오늘의 HOT] 희망을 춤추다…이라크·팔레스타인 발레 학교

<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
디아이디,2014.11.05. 오전 10:27,"디아이디, 2014 R&D 성과확산대전서 무선충전기술 전시","디스플레이·모바일 기기 전문 제조기업인 디아이디(074130)가 5일부터 7일까지 일산 킨텍스에서 개최되는 ‘2014 미래부 연구개발(R&D) 성과확산대전’에 참가한다.

디아이디는 한국정보통신기술협회(TTA)의 차세대방송통신기술지원센터내 무선충전분야의 2014년 최우수성과 및 대표지원 업체로 선정돼 본 전시회에 참가하게 됐다.

이번 전시회에서 디아이디는 스마트폰 무선 충전을 위한 10W급 및 22W급 PTU(Power Transmitting Unit), 자동차 콘솔 박스용 PTU, 공진형 무선충전기와 블루투스 스피커의 융합 제품인 뮤직 플레이 스테이션(Music play station) 등 다양한 데모를 시현할 예정이다.

디아이디가 선보이는 무선 충전기술은 자기 공진 방식으로서 기존의 자기 유도 방식과 전자기파 방식의 단점을 보완하여 충전 영역내 자유로운 이동 및 다수기기의 동시 충전이 가능하며, 수 cm 떨어진 곳에서도 우수한 충전능력을 보이고 있다.

디아이디 관계자는 “디아이디는 부상하고 있는 무선충전시장의 솔루션으로서 다양한 제품개발에 전력을 다하고 있으며, 이번 전시회가 대중에게 디아이디의 기술력을 선보이는 첫 자리가 될 것”이라고 전했다.

연승기자 yeonvic@sed.co.kr

[ⓒ 인터넷한국일보, 무단 전재 및 재배포 금지]"
디아이디,2014.11.22. 오전 3:31,[코스닥 기업공시] (21일) 디아이디 등,"▲디아이디=최대주주인 코와가 64억원 규모 경영권 주식(지분율 35%)을 디에스아이에 양도.

▲르네코=건설 관련 신규 사업 진출을 위한 자산 취득 검토.

▲아바텍=30억원 규모 자사주 취득 계약.

▲에듀박스=40억원 규모 BW 발행 결정.

▲웰메이드=70억원 규모 주말 드라마 공동제작 계약.

▲잘만테크=박민석 대표이사를 해임하고 인건웅 씨를 새 대표이사로 선임.

[한경+ 구독신청] [기사구매] [모바일앱]  ⓒ '성공을 부르는 습관' 한국경제신문, 무단 전재 및 재배포 금지"
디아이디,2014.10.31. 오후 3:45,"디아이디, 40억 규모 단기차입금 증가 결정","[ 박희진 기자 ] 디아이디는 운영자금 마련을 위해 40억원 규모의 단기차입금 증가를 결정했다고 31일 공시했다. 차입금액은 자기자본 대비 11.3% 수준이다.

한경닷컴 박희진 기자 hotimpact@hankyung.com

[한경+ 구독신청] [기사구매] [모바일앱] [기사보다 빠른 주식정보 , 슈퍼개미 APP] ⓒ '성공을 부르는 습관' 한경닷컴, 무단 전재 및 재배포 금지"
디아이디,2014.08.29. 오후 1:36,"디아이디, 2분기 영업적자 68억…적자 지속","디아이디(074130)는 2분기 영업적자가 68억7000만원으로 적자 지속됐다고 29일 반기보고서를 통해 밝혔다. 2분기 매출액은 249억원, 당기순이익은 193억원이었다.

디아이디 관계자는 ""당기순이익 실현의 주 요인은 중국 소주(蘇州)시 사업부지 이전 및 보상 협상에 따른 것""이라고 설명했다.

[안재만 기자 hoonpa@chosun.com]

chosunbiz.com"
디아이디,2014.07.14. 오후 5:43,"디아이디, 자구책 통할까","[머니투데이 김도윤 기자][무선충전기술 특허 출원·중국 공장 매각 등 노력…효과는 '글쎄']

한때 싸이 관련주로 주식시장의 관심을 받았던 디아이디가 힘을 쓰지 못하고 있다. 영업적자가 지속되며 주가 역시 하락세다. 돌파구를 찾기 위해 안간힘을 쓰고 있지만 가시적인 성과가 나타나려면 시간이 필요할 것으로 전망된다.

14일 증시에서 디스플레이 부품기업 디아이디는 전날보다 2.30% 내린 2550원에 장을 마쳤다. 지난해 8월 6일 종가 6240원을 기록한 뒤 꾸준히 하락하는 모습이다.

디아이디는 지난해 노트북용 LCM(LCD 모듈)을 생산하는 중국 공장의 수익성 악화 등으로 영업손실 393억원을 기록, 적자전환했다. 올해 1분기는 매출액 968억원에 영업손실 73억원으로 전년동기대비 적자 폭이 더 커졌다.

주요 고객사인 삼성디스플레이에 대한 태블릿PC LCM 점유율이 하락하고 물량이 줄어들면서 수익성이 악화한 것으로 풀이된다. 삼성디스플레이 내 LCM 공급 점유율은 2012년 100%에서 지난해 49%, 올해 1분기 33%로 줄었다. 국내 천안 공장을 태블릿PC 생산라인으로 대폭 전환했지만 기대만큼 수주가 따라오지 못하면서 실적이 내리막길을 걸었다. 최근까지도 눈에 띄는 가동률 상승은 나타나지 않고 있는 것으로 알려졌다.

하반기 역시 낙관할 수 없다. 삼성이 하반기 태블릿PC 사업에 드라이브를 걸 것이라는 예상이 나오지만 시장 성장은 이미 둔화하는 조짐이다. 시장조사업체 IDC에 따르면 올해 태블릿PC 및 하이브리드 노트북 판매량은 전년대비 12.1% 증가한 2450만대에 그칠 전망이다. 이는 전년 성장률 51.8%에 크기 못미치는 수준이다.

업계에선 5인치 이상 스마트폰이 대거 등장하면서 시장을 갉아먹고 있는데다 스마트폰과 달리 교체주기가 길다는 등 이유로 태블릿PC 시장 성장이 예전만 못할 것으로 분석한다. 더구나 OLED(유기발광다이오드) 디스플레이를 적용한 태블릿PC의 등장으로 점차 LCD의 설 자리가 줄어들 것이란 의견도 대두된다.

디아이디는 이 같은 위기를 신규사업 진출, 원가절감 등으로 돌파하겠다는 전략이다.

디아이디는 지난 6월 미국 회사 록웰 콜린스(Rockwell Collins)와 디스플레이 기술인 옵티컬 본딩 라이선스 계약을 체결하고, '자기공명 방식 무선충전을 위한 코일 진공체 및 그 제조방법'에 관한 특허를 획득했다.

또 지난 3월 중국 쑤저우에 있는 자회사인 동화광전유한공사가 609억원 규모 토지사용권 및 건물을 매각하기로 결정한 것도 그 일환이다.

디아이디 관계자는 ""적자의 주요 원인이었던 동화광전유한공사의 사업을 일부 조정하고 수익성 높은 공정으로 전환, 생산인력의 신축적인 운영 등을 통해 원가절감에 나서고 있다""며 ""새로 추진하는 사업에서 지금 당장 가시적인 성과가 나올 단계는 아니지만 새로운 성장동력을 마련하기 위해 노력하고 있다""고 말했다.

[내 삶을 바꾸는 정치뉴스 'the 300' 바로가기]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹][2014 브라질 월드컵, 한눈에 보세요]

김도윤기자 justice@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
디아이디,2014.09.16. 오후 5:06,[코스닥 공시] 디아이디 外,"◇디아이디=무선 충전 가능한 휴대 단말기 거치대에 대한 특허권 취득 ◇제이티=삼성전자와 50억500만원 규모 메모리 번인소터 공급 계약 체결 ◇슈프리마=얼굴 등록 장치, 방법, 포즈 변화 유도 장치와 얼굴 인식 장치에 대한 특허권 취득 ◇우리기술=웰크론한텍과 6억원 규모의 FGD 전기 및 계장설비 제작 공급 계약 ◇제낙스=자기주식의 가격 안정 위해 한국산업은행과 5억6000만원 규모 자사주 취득 신탁계약 체결 결정


☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
디아이디,2014.06.17. 오전 10:59,"디아이디-록웰 콜린스, 옵티컬 본딩 라이선스 계약 체결","디스플레이·모바일 기기 전문 제조기업인 디아이디가 미국 록웰 콜린스(Rockwell Collins)사와 옵티컬 본딩 기술 라이선스 계약을 체결했다고 17일 밝혔다

옵티컬 본딩(Optical Bonding)이란 공기층이 생기지 않게 LCD와 터치스크린을 합착해 빛의 산란을 줄여 햇빛 아래서도 디스플레이가 잘 보이도록 하는 기술이다. 지난해 46억1000만달러(한화 약 4조 7200억원)의 매출을 기록한 항공기용 전자기기 업체인 록웰 콜린스는 옵티컬 본딩 기술인 'Direct Dry Film™'에 대해 특허를 획득한 바 있다.

이번 라이선스 계약을 통해 디아이디는 소형 뿐만 아니라 중·대형 패널에도 적용 가능한 옵티컬 본딩 기술을 도입함으로써 디스플레이 성능 향상을 꾀할 수 있게 됐다. 록웰 콜린스 또한 그간 항공기용 디스플레이에만 적용해왔던 자사의 기술을 디아이디의 양산기술과 접목시켜 일반 소비자용 IT기기로 확대해 새로운 시장을 개척할 수 있는 기반을 마련했다고 디아이디측은 밝혔다.


padet80@fnnews.com 박신영 기자







☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
디아이디,2014.06.09. 오전 10:00,"<생생코스닥> 디아이디, 무선충전 특허 획득","［헤럴드경제=이태형 기자］모바일 기기 전문 제조기업인 디아이디(대표 박성수, 무토 마사후미)가 무선충전 관련 기술에 대한 특허를 획득했다.

디아이디는 최근 ‘자기공명 방식 무선충전을 위한 코일 공진체 및 그 제조방법’의 특허 등록이 완료됐다고 9일 공시했다.

이번 특허는 전기를 보내고 받는 코일 공진체의 와이어 간격을 균일하게 유지하고 생산공정을 줄인 것이 특징이다.

기존 공진체의 경우 와이어를 기계가 일일이 감아 간격이 불규칙해 자기공명 방식의 구현에 어려움이 있었으나, 디아이디는 세계 최초로 금형을 통한 생산방식을 채택해 일정한 간격을 지닌 공진체를 생산할 수 있게 됐다.

이로써 전세계적으로 아직 상용화되지 않은 자기공명 방식 스마트폰 무선충전기의 가격을 낮출 수 있다는 게 회사측의 설명이다.

현재 시판 중인 스마트폰 무선충전기는 모두 ‘자기유도방식’으로 충전기에 스마트폰을 밀착시켜야 한다는 단점이 있는 반면, 자기공명 방식은 수㎝ 떨어진 곳에서도 충전이 가능하다.

디아이디 관계자는 “기존 방식과 달리 와이어를 감지 않고 금형으로 찍어낸다는 발상의 전환을 통해 까다로운 자기공명 방식용 공진체 양산의 기틀을 마련했다”며 “스마트폰뿐만 아니라 전기차, 웨어러블 디바이스 등 다양한 기기의 무선충전에도 적용이 가능하다”고 말했다.

한편 시장조사기관인 IMS에 따르면 올해와 내년 글로벌 무선충전기 시장 규모는 각각 16억, 30억달러로 예상되며, 2016년부터는 자기공명 방식이 자기유도 방식을 앞지를 것으로 전망된다.

thlee@heraldcorp.com

[헤럴드경제 뉴스스탠드] [헤럴드스탁마켓] [SKEC 영어글쓰기대회]

[헤럴드경제 모바일 웹] [헤럴드경제 모바일앱] [HOOC]

- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
디아이디,2014.08.25. 오후 4:11,"디아이디, 무토 마사후미 단독 대표이사로 변경","디아이디는 공동 대표였던 박성수 전대표가 사임서를 제출, 무토 마사후미를 단독 대표이사로 변경했다고 25일 공시했다.


happyny777@fnnews.com 김은진 기자



☞ 공식 SNS계정 [페이스북] [트위터] | ☞ 파이낸셜뉴스 [PC웹] [모바일웹] | ☞ 패밀리사이트 [부산파이낸셜뉴스] [fn아이포커스] [fn아트]


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
디아이디,2014.03.24. 오전 11:23,"<생생코스닥> 디아이디, 中 공장 이전 보상 계약 체결 소식에 급등","［헤럴드경제=이태형기자］태블릿PCㆍ노트북 액정표시장치 모듈부품 전문기업 디아이디가 중국 생산 공장의 이전 보상 계약을 체결했다는 소식에 주가가 급등했다.

24일 코스닥시장에서 디아이디는 오전 11시 현재 전 거래일 대비 180원(5.64%) 오른 3370원에 거래됐다.

디아이디는 21일 중국 소주(蘇州)시와 자회사 동화광전유한공사(이하 동화광전)의 사업 부지 이전 보상 협상을 완료하고 계약을 체결했다고 이날 밝혔다.

디아이디는 이번 협상으로 소주시로부터 약 3억8000만 위안(한화 약 660억원)의 보상금을 이전 및 철거 절차가 완료되는 6월까지 총 세 차례에 걸쳐 받을 예정이다.

이번 사업 부지 이전 관련 협상은 지난 2012년 3월 동화광전 부지가 소주 시의 상업 지구 개발 구역으로 지정됨에 따라 추진됐다.

박성수 디아이디 대표이사는 “이번 동화광전 사업 부지 이전 및 보상 협상 계약 체결로 자산 유동성 강화 및 적자 구조 개선으로 향후 무차입 흑자 경영이 가능할 것”이라며, “향후 급변하는 디스플레이 시장에 유연하게 대응하고 생산 능력을 탄력적으로 활용해 이익을 창출하는 사이트로 변화할 것”이라고 말했다.

동화광전은 2004년 중국 소주 시에 1만평(3만3997.13㎡) 규모로 설립됐으며, 삼성 노트북과 태블릿 PC에 탑재하는 LCM을 생산하고 있다.

thlee@heraldcorp.com

[헤럴드경제 뉴스스탠드] [헤럴드 라이브스탁] [코리아헤럴드 저널캠프]

[헤럴드경제 모바일 웹] [헤럴드경제 모바일앱] [헤럴드 매거진]

- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
디아이디,2014.12.18. 오전 11:18,"[18일 오전 공시]세진티에스, 최대주주 지분매각 사실무근 外","【서울=뉴시스】

▲세진티에스, 최대주주 지분매각설에 대해 ""최대주주에게 확인한 결과 최대주주 지분매각과 관련해 진행하고 있는 사실이 없음을 확인했다""고 답변.

▲한국타이어, 발행회사의 지분 과반수를 공동으로 인수하여 경영에 참여함으로써 사업다각화 및 기업경쟁력 강화를 위해 한라비스테온공조의 주식 2080만6200주를 1조819억원에 취득 결정. 이는 자기자본 대비 27.57%이며, 취득 후 지분비율은 19.49%.

▲인터지스, 재무확충을 통한 재무안정성 확보를 위해 자사 보통주 85만1300주를 75억4251만원에 처분 결정.

▲참엔지니어링, 한국거래소가 전 대표이사(최대주주) 등 횡령·배임 혐의 피소설에 대한 조회공시 요구. 답변시한은 이날 오후 6시.

▲인포피아, 자동 잠금 기능을 갖는 약제 포장 장치용 카트리지에 관한 특허권 취득.

▲S&TC, HDGSK JV와 공랭식열교환기 공급계약 체결. 계약금액은 114억1960만원으로 최근 매출액 대비 5.69%.

▲유니테스트, 하이텍반도체와 반도체 검사장비 공급계약 체결. 계약금액은 45억2522만원으로 최근 매출액 대비 27.7%.

▲디엠티, 에볼루션디지털과 미국 콤캐스트 및 케이블 방송사향 HD uDATA 공급계약 체결. 계약금액은 65억5471만원으로 최근 매출액 대비 9.4%. 또 케이티스카이라이프와 단품 스마트 HD수신기 추가 구매(3차) 계약 체결. 계약금액은 72억2930만원으로 최근 매출액 대비 10.2%.

▲디아이디, 웨어러블 디바이스의 무선 충전을 위한 스마트폰 및 그 무선전력 송신 방법에 관한 특허권 취득.

★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요

★ 손 안에서 보는 세상, 모바일 뉴시스

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
디아이디,2014.03.10. 오후 5:17,"디아이디, 지난해 적자전환…""중국 공장 수율·과징금 영향""","[머니투데이 김도윤 기자][지난해 당기순손실 453억원 규모…""중국 공장 불량 문제 70% 해결했다""]

디스플레이 전문회사 디아이디가 지난해 중국 공장 불량 문제와 국세청 추징금 등 영향으로 대규모 손실을 기록했다.

디아이디는 지난해 연결기준 영업손실이 393억원, 당기순손실이 453억원으로 적자전환했다고 10일 밝혔다. 지난해 매출액은 6925억원으로 전년대비 13% 감소했다.

디아이디는 지난해 노트북용 LCM(LCD 모듈)을 생산하는 중국 소주 공장에서 불량이 대거 발생하며 수익성이 악화했다고 설명했다. 중국 소주에 있는 디아이디의 종속기업 동화광전유한공사는 지난해 3분기 누적으로 당기순손실 88억원을 기록하며 전년대비 적자 규모가 확대됐다.

디아이디는 또 대전지방국세청으로부터 150억원 규모의 추징금을 부과받으며 지난해 당기순손실 규모가 더욱 커졌다.

디아이디 관계자는 ""국내 공장의 경우 문제없이 진행되고 있지만 중국 공장에서 점차 얇아지는 디스플레이에 대한 대응력이 떨어지며 불량이 많이 나타나 지난해 계속 어려움을 겪었다""며 ""지금은 중국 공장의 불량 문제를 70% 정도 해결했다고 자체적으로 판단하고 있다""고 말했다.

이 관계자는 ""올해는 중국 공장 안정화와 태블릿PC 시장 확대에 힘입어 흑자전환을 목표로 하겠다""고 덧붙였다.





[딱하나! 머니인사이트 딱TV]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹]

김도윤기자 justice@
<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
