,0
154,"The amount of cash equivalent to the amount of assets escaped from KOSDAQ-listed companies without any disclosure, which is embarrassing to investors. When a listed company directly lends money to another corporation, a disclosure obligation arises, but the funds are transferred through the underwriting of bonds. In the first half of this year, according to the electronic disclosure system of the Financial Supervisory Service (FSS) in Japan, EDID Company, a KOSDAQ listed company, lent a total of KRW 100 million to Econex, an unlisted company. The amount of money that escaped in the name of convertible bonds and long-term loans of 100 million won corresponds to . Eddy Company explains that it has invested in the news that Econex is going to start the electric vehicle direct drive business in earnest. It is argued that although a plan for recovery of investment was proposed, the accounting firm concluded that it was impossible to unilaterally measure the value of the Econex business. Before and after the news of the refusal of the audit opinion was announced, the stock price recorded the lowest price for consecutive trading days, causing damage only to shareholders. A KOSDAQ listed company is obliged to disclose when it lends more than its equity capital to other corporations or acquires stocks of other corporations. do. However, if you lend money to another corporation through bonds with warrants, etc., it is recognized that you have acquired a financial product called bonds, and there is no obligation to disclose it regardless of the amount. Eddy Company provided funds to Econex in the form of acquisition of convertible bonds and long-term loans The 100 million won was also below the equity capital of the Eddy Company at the time, so there was no obligation to disclose it. An official of the Korea Exchange said that, in addition to corporate bonds, there are financial products with high repayment potential and strong investment purposes, such as government bonds and bank bonds. He said that it was difficult to determine whether it was a financial product acquisition. Accordingly, there was a controversy over whether the disclosure of bond acquisitions should be mandatory, but now it has become the custom not to disclose it. Reporter Jeong In-ji of Hankyung.com. Lee Ha-nui shakes her perfect body Shakes with a moldy stench in Hetbahn Surprised Han Ye-seul's recent appearance There is no other autumn goddess Park Si-yeon Unedited Directly taken after marriage A more beautiful look after marriage Susuke vs. Ulzzang Someone saw it and it's a girl group A habit that calls for success Hankyung.com unauthorized reproduction and Copyright is exercised in accordance with the Digital News Usage Rules of the Korea Online Newspaper Association, which is prohibited from redistribution."
155,"The KOSDAQ index failed to keep up. The KOSDAQ index on the day was higher than the previous day. dropped . was recorded. Individuals net bought 100 million won, but foreigners and institutions net sold 100 million won each, bringing the index down. The above Celltrion share price is . It came down and the Paradise above is . fell Among the top-ranked stocks by market cap, the stock prices of dog stocks fell, and the stock prices of dog stocks rose. Damul Multimedia finished the transaction at the upper limit, and the Woosung Feed went up. The stock price of AhnLab NeoMtel Mirae Industries also rose. On that day, each stock hit the upper limit in the KOSDAQ market. Eddy Company is the only stock in the low-gain business. Chosun Biz Hot News Snake is good. What are the industry-exclusive benefits? Home shopping rice thief soy sauce crab. Amazing."
156,"Daily public offering new stock allocation basis Ilsol Go Biomedical Rights Rak Hansol Technics common stock additional listing Glostech Welcron Hantech Hysonic Cottrell Fine Digital Mycoil paid subscription Daewoo Atechkiss & Company Media Polyvision ED Huvitz Il Paid Subscription Hyundai Merchant Marine Shinsung Solar Energy Texel Netcom General Public Offering DD Company Il Paid Subscription Shinsung Solar Energy Texel Netcom Hyundai Elevator General Public Subscription EdD Company IDN Il Paid Subscription Hyundai Elevator General Public Offer Leading Soft Eun support After the campaign, students are nervous about receiving additional national scholarships like someone who did something wrong Unauthorized reproduction and redistribution prohibited"
157,일 주식시장에서는 대선 주자들이 후보 등록을 마치고 본격적인 선거운동에 들어간데 힘입어  관련주가 급등세를 보이고 있다.  관련주들의 강세는 양 후보 모두 페이스북과 트위터 등 다양한 를 통한 적극적인 선거운동에 나설 뜻을 밝힌 바 있기 때문으로 풀이되지만 최근 잇단 주가 강세는 기대 실적에 비해 과도하다는 분석이 지배적이어서 급등 후 폭락에 따른 휴유증이 우려된다. 오전 시 분 현재 이루온과 오늘과내일이 가격제한폭까지 급등하며 각각 원과 원으로 상한가를 기록 중이다.가비아와 케이아이엔 인포뱅크 나우콤 등도 동반 상승세다.제일모직은 분기 사상최대 수준의 영업이익이 전망된다는 분석에 힘입어 . 오른 만원을 기록하고 있다.김병기 키움증권 연구원은 제일모직의 분기 매출액은 조억원 영업이익은 억으로 전년대비 각각   증가할 것이라며 분기 일시적 부진을딛고 분기 가파른 이익성장이 예상된다고 말했다.조비는 최대주주 대상으로 유상증자를 실시했다는 소식에 . 상승한 만원을 기록 중이다. 조비는 전날 운영자금 마련을 위해 경농과 서영실업을 대상으로 약 억원 규모의 제자배정 유상증자를 결정했다고 공시했다.예당은 서태지의 컴백 가능성이 알려지며 . 상승한 원에 거래되고 있다.이날 서태지닷컴은 다음 활동 첫 콘서트라는 이벤트에 팬들을 직접 초대한다고 밝혔다. 예당은 서태지컴퍼니의 지분 .를 보유한 대주주로 차기 발매 앨범의 음반 유통에 관한 우선 협상권을 가지고 있다.소리바다는 영국 최대의 일렉트로니카 음반사와 계약을 체결했다는 소식에 이틀째 급등하며 전일보다 . 뛴 원에 거래중이다. 온라인음원 서비스업체 소리바다는 어제 영국 최대 일렉트로니카 전문 음반사인 툴룸 레코드와 음원 공급 계약을 체결했다고 밝혔다.툴룸 레코드는 유럽의 가장 큰 일렉트로니카 레이블로헤드라이너 페디 르 그란데와 마크 나이크 라미레즈 스테파노 노페리니 등의 아티스트가 계약을 맺고 있다.승화명품건설은 인공간 개발업체 헤파호프의 지분을 취득했다는 소식에 장초반 . 오른 원을 기록하며 주 신고가를 기록한 후 차익매물에 밀려 하락 반전하고 있다.전일 승화명품건설은 헤파호프의 주식 만주를 억 만원에 취득한다고 공시했다.년 월 미국 실리콘밸리에 설립된 헤파호프는 올해 월 미국 으로부터 임상승인을 받기도 했다.마크로젠은 내년에 사상 최대 실적을 기록할 것이라는 전망에 . 오른 만원에 거래되고 있다.신한금융투자는 마크로젠이 올해 매출액 억원 영업이익 억원을 기록할 것으로 추정했다.배기달 신한금융투자 연구원은 올해 매출액과 영업이익이 지난해보다 각각 . . 증가할 전망이라며 지난해 선보인 글로벌 프리미엄 유전자 브랜드  매출 확대와 해외 수출 증가에 따른 것이라고 설명했다.그는 이어 내년 매출액은 전년 대비 . 증가한 억원 영업이익은 . 늘어난 억원에 달할 것이라고 덧붙였다.파라다이스는 이틀째 급락하며 . 하락한 만원을 기록중이다. 하반기 들어서만 . 오른 파라다이스는 최근 들어 급격한 상승에 따른 조정을 받고 있다.키스톤글로벌은 석탄 판매 계약을 체결했다는 소식에 . 오른 원에 거래되고 있다. 키스톤글로벌은 쇼지트레이드코퍼레이션과 억원 규모의 석탄 판매 계약을 체결했다고 이날 공시했다. 이는 최근 매출액의 .에 해당한다.대한전선은 유상증자에 글로벌 전선업체인 일본 스미토모가 참여한다는 소식에 . 상승한 원에 거래되고 있다.대한전선은 전날 최대주주인 대한시스템스가 유상증자에 참여할 수 있는 권리인 신주인수권증서를 계열사인 대한광통신과 일본 스미토모 전기에 매각키로 했다고 밝혔다.대한시스템스는 배정받은 신주인수권증서 만주 가운데 만주는 계열사인 대한광통신에 만주는 스미토모전기에 각각 매각했다고밝혔다. 스미토모가 신주인수권 증서를 행사 유상증자에 참여하면 약 의 지분을 확보하게 된다.엔씨소프트는 거래일 연속 상승하며 . 오른 만원에 거래중이다. 우리투자증권은 엔씨소프트에 대해 분기 기대에 못미친 실적 발표와  시장에 대한 불안감이 반영최근까지 주가는 급락세 시현했다며 리니지과 길드워의 매출 호조세 와일드스타나 리니지이터널 등 차기작 파이프라인과 블레이드앤소울과 길드워의 중국 서비스 개시 및 길드워 확장팩 출시 등 내년에도 성장 기대된다고 분석했다.이디디컴퍼니는 대규모 유상증자 소식에 . 내린 원을 기록중이다.이디디컴퍼니는 전날 운영자금 억천만원을 조달하기 위해 신주 만천주를 발행하는 일반 공모 방식의유상증자를 실시하기로 결정했다고 공시했다.이트레이드증권은 . 오른 원에 거래되고 있다. 이트레이드증권 인수합병에 가 관심을 가지고 있다는 일부 언론 보도에 대해 전날 한국거래소는 에 대해 이트레이드증권 또는 아이엠투자증권 인수 추진설에 대한 조회공시를 요구했다. 답변 시한은 이날 오후 시까지다.리테일은 편의점 영업거리 제한 문제로 기관과 외국인 매물이 출회되며 . 하락한 만원을 기록 중이다. 사흘 연속 하락세로 전날 주가는 . 떨어졌다. 여영상 한국투자증권 연구원은 공정위가 편의점 영업거리제한 안을 검토한 바 없다고 해명했지만 향후 규제는 있을 것이라며 편의점 성장성이 둔화할 것이라고 밝혔다.. 여친과 헤어진 군인 휴대폰 동영상 촬영 논란 신이 정한 와이파이 존  진짜 절묘하다 선예 사실 속도위반했어요 다시화제 화성인 사이버여신 남친과 웹캠 데이트 싸이 대선주자에 강남스타일금지. 왜 헤럴드 생생뉴스   헤럴드경제  . 무단 전재 및 재배포 금지 
158,"Seoul Newsis Amorepacific Group Amorepacific Group common stock and Taeyang Pyeong Pharmaceutical common stock were exchanged for the incorporation of Pacific Pharma as a subsidiary. Decided to transfer the exchange at a rate. The largest shareholder changed from Chairman Kang Byung-joong to Nexen due to Nexen Tech's stock purchase. Seha Korea Exchange requested an inquiry and disclosure of significant market fluctuations. The deadline for the reply is the afternoon of the coming day. EDD Company decided to issue a rights issue through a disciple allocation increase in order to raise operating capital worth 100 million won. The issuance price of new stocks is KRW, and the expected listing date for new stocks is the following month. Regarding the report on the sale of shares in Daeyang Metal's Turkish factory, the largest shareholder, Eddy Holdings, and others, said that they had considered selling their shares in the Turkish factory to improve the financial structure, but there was no specific progress. Decision of debt guarantee worth KRW 100 million for the buyer of the housing construction project. This is a decision to increase short-term borrowings worth KRW 100 million to procure operating funds for the Cheongbo industry compared to equity capital. Short-term borrowings after borrowing total KRW 100 million. Jang Jun-ha's grave is opened to investigate the cause of death You can't smoke in a large restaurant from this weekend. You are dead. You are dead. Lee Kwang-pil, a long-run pro guest, received money. Doori copyright holders, Sympathy Media, Newsis News Agency. Unauthorized redistribution prohibited."
159,"This year, some KOSDAQ companies that use company explanation agencies are experiencing serious problems that make ant investors cry one after another. As more and more malicious companies are announcing the issuance of convertible bonds, investors are demanding attention. In particular, there is a possibility that there may be problems with the company if good news is pouring out simultaneously for companies that have not performed well in recent years or if the major shareholder sells a large amount of shares. It is pointed out that there is a need to be suspicious of the company. In the case of the company, which was decided to be delisted on the next day due to the final bankruptcy processing on the previous day, through an agency until last month, news of good news such as the development of new products was poured out one after another. However, in the first half of this year, the company showed a poor financial condition by making a loss of 100 million won. The company, which issued large-scale issues, actively managed its stock price through an agency, but ultimately failed to settle the bill of maturity and went into bankruptcy. .A representative of the agency could not hide its surprise at the news of the bankruptcy, saying that although the company had been saying that it was able to pay off a lot of debt in the case of . Two days after the data was released, the transaction was suspended for a month due to the alleged embezzlement and breach of trust of former CEO Park Mo. Thanks to the good news, Panajin stopped trading at KRW higher than the end of the previous month, despite the bad news of embezzlement and breach of trust, and was able to set the starting price based on this price on the day of the month. Air Park, an air-conditioning system installation construction company, is a similar case. . The company's daily trading was suspended due to a case of embezzlement and breach of trust by the major shareholder five days ago, five days after publishing good news that the company's profits increased for a year in a row through an agency last month. There are also companies that do. This is a case where the intention to raise the issuance price is revealed even when the burden of stock volume increases. An official of the agency has good performance but the stock price does not match the corporate value, so most companies use the agency, but some companies manage the stock price under poor management conditions. He said that it is difficult to select such companies, saying that there are companies that want to do so. They also need to be careful about companies that have sold a large amount of their shares by large shareholders or related parties. Eddy Company, which suffered a sharp decline in its stock price last month due to a public notice of refusal of an audit opinion in the general review, said the same Mo If you are confident about the stock price, it is rare for a major shareholder to sell his or her stake just because the stock price has risen significantly. In the case of Mirae Industry, it turned into a loss of KRW 100 million last year and recorded a loss of KRW 100 million in the first half of this year. Reporter Choi Jae-won. Billion lottery winner Reviews At the mart, her husband took propofol. Finally, her real name was revealed. Amy Iemie Supercar McLaren Revealed by the scene The world's worst in-flight meals Try Korean meals Yoona The face of Girls' Generation at the time of discharge You really are a replacement Herald The live news Herald Economy . Unauthorized reproduction and redistribution prohibited"
160,"The KOSDAQ index crossed the line for the third day and continues to march. Started the chapter on the right . Individuals are net selling KRW 100 million, but foreigners and institutions are net buying KRW 100 billion each. All industries are generally strong. The entertainment culture, paper and wood transportation industry is on the rise. The telecommunication service equipment, publication media, reproduction, pharmaceutical, and non-metal sectors are falling from the inside. While Celltrion and Seoul Semiconductor are falling slightly, Paradise is soaring. Daum and AhnLab WeMade are on the rise. Among the stocks, the stocks that went into bulk trading are falling sharply. Dongyang Telecom is better than the day before. It is trading at the lowered Won and Oullim Elsis is . It is recording a declining circle. In the KOSDAQ market, dog stocks are listed at the upper limit, and dog stocks such as Eddy Company are listed at the lower limit. Eddy Company announced on the previous day that it had received a rejection of its semi-annual audit opinion due to the limited scope through the inquiry response the previous day. The interviewer, fed up with the same specs, was eventually found in Seogwipo, where the stratum was stripped by a typhoon."
161,"Recently, there have been many companies experiencing hell in the KOSDAQ market. This is because fears of delisting are swaying the stock price after the release of quarterly earnings and the first half of the report is complete. In particular, a red light came on in the stock price of a company with an unstable financial structure. EDD Company, which makes wireless communication equipment, went straight to the lowest price and completed the transaction at KRW. The day before, Eddy Company announced after the market close that it had received a review of the semi-annual report and received a rejection of opinions as the capital erosion rate exceeded . The fear of expulsion is growing. Tongyang Telecom was confirmed to be subject to delisting after the close of the trading day. As a result of the semi-annual report review, it recorded a capital erosion rate and received a rejection of the audit opinion. Insprit, which received a rejection of opinion as a result of the audit in the first half of the year, has been notified by the Korea Exchange that a reason for delisting has occurred. Insprit, a software development company, has already been suspended from trading since last month. Although delisting has not been finalized, companies that have received refusal of opinion on the semi-annual report are on the decline. Eduence, an education company, has repeatedly fallen to the price limit since the last day, and its stock price has fallen within a week. For this reason, KOSDAQ companies with poor financial structures, such as capital erosion rates exceeding , are struggling with capital increase or potato cards. Eduence announced on the last day that it has decided to convert common shares into shares. Ubicom, which manufactures wireless communication-related products, announced on the last day that it would change its name to Kyungwon Industries. Enter Technology, which makes karaoke devices, recently extended the maturity of some of the loan principal and interest after announcing that it would issue a capital increase by assigning students to it. Inet School, which submitted a semi-annual report the day before, in which the capital erosion rate abnormality was resolved, closed the transaction at KRW, up to the daily price limit. G&ST, a product distribution company, submitted a report that improved its financial structure and recorded the upper limit for a day in a row when trading resumed. Found in Seogwipo, it is Samsung Electronics' Cheonongseong... Apple can't even get over it."
162,"The KOSDAQ Market Headquarters of the Korea Exchange announced on the day that, as a result of the submission of a consolidated semiannual report by monthly settlement corporations, a reason for delisting occurred in Tongyang Telecom and Inspret. All companies except Kwangjeon submitted semi-annual reports. Dongyang Telecom experienced abnormal capital erosion rate for the second consecutive time, and Insprit was designated as a management item with a capital erosion rate higher than that, and an external auditor declined to comment on the semi-annual audit report. From the next day to the next month, a daily closing trading period is granted, and then the listing will be delisted on a monthly basis. Inspirit gives an objection period up to next month and holds a listing committee within one day from the date of receipt of the objection to decide whether to delist or not. EDID Company was newly designated as a management item due to refusal of opinions on the semi-annual review report, and Seongyung Kwangjeon did not submit the semi-annual report. The reason for the management stock was added. Exjax, Inet School, Yuil & Sys, etc. recovered less than the capital erosion rate, resulting in some reasons for designation of the management stock. Invitation to billions in won What the hell is Denbin coming up with Bolaven? Seeing what she did in Taiwan, Denbin is closed again compared to Bolaven’s time, and there’s a feature that doesn’t exist in the gallery, I use a gallery note, and there is a controversy about expulsion Lee Seok-gi Kim Jae-yeon How much is the property? Unauthorized reproduction and redistribution prohibited"
163,"The following are major announcements released after the closing of the stock market on Monday. In the KOSPI market, Woongjin Chemical received a billion-dollar stake in Woongjin Chemical's stake in Woongjin Holdings, the holding company, in order to improve its equity structure and strengthen its financial soundness in response to the Korea Exchange's disclosure of inquiry regarding the sale of shares owned by the largest shareholder. They answered that they decided to dispose of it. Hyundai Securities posted an operating loss of KRW 100 million based on the consolidated financial statements in the quarter and turned into a loss compared to the same period last year. Net loss for the year was KRW 100 million. IHQ participated in the public bidding for the Japanese takeover in response to the Korea Exchange's inquiry disclosure regarding the Japanese takeover rumor, but it was decided not to pursue the acquisition due to differences in the terms of the acquisition and changes in the business environment. announced on the same day that it had decided to withdraw the capital increase due to the delay in submitting the correction report. Jobi explained that due to the delay in submitting the correction report, the schedule for capital increase in the general public offering method for forfeited shares was delayed after shareholder assignment, and as a result, it was judged that it would be difficult to attract the planned operating capital and proceed with the capital increase. The Korea Exchange KRX announced that it would designate the company as an insincere disclosure corporation on the grounds of overturning the disclosure related to the capital increase, and imposed a penalty point on the job. Wooridul Pharmaceutical received the subscription rate as a result of the subscription for capital increase by shareholder assignment held for two days from the last day. Announced on the day that this was counted as .. Crown Confectionery announced on the day that it had decided to sell its treasury stock at 100 million won over the counter. The deadline for responses is 1 p.m. KOSDAQ Market Korea Exchange KOSDAQ Market Headquarters issued an inquiry disclosure to SNC Engine Group on the same day asking whether the semi-annual review opinion is true and specific details. The deadline for responses is 1 p.m. on Sunday. Insprit announced on the day that it received an audit opinion in the first half of the year as a rejection of opinion. The KOSDAQ Market Headquarters of the Korea Exchange announced that because a cause for delisting occurred, the period of suspension of stock trading will be changed to either the expiry date of the objection period for delisting or the date of decision on whether to delist against the objection. As the committee decided to impose a penalty surcharge on Curious who prepared and disclosed financial statements in violation of accounting standards and to report the CEO to the prosecution, it was announced on the day that trading would be suspended from the beginning of the month to examine whether the delisting is subject to substantive review. .The Korea Exchange KOSDAQ Market Headquarters announced on the day that it would change the period of suspension of stock trading to the first of the month because Tongyang Telecom was decided to be delisted. Tongyang Telecom was delisted on the following day after daily closing sales from the first of the month. Winova replied that there was no important information to be disclosed separately on a daily basis regarding the inquiry announcement of the Korea Exchange asking the reason for the recent stock price surge. An inquiry disclosure was made asking KCP for specific reasons that might affect the recent stock price surge. The deadline for responses is noon on the day. The Korea Exchange KOSDAQ Market Headquarters issued an inquiry disclosure asking for specific reasons that might affect the recent stock price surge to Korea Information Engineering. The deadline for responses is pm on Sunday. Eddy Company announced that it received an audit opinion in the first half of the day as a rejection of opinion. The KOSDAQ Market Headquarters of the Korea Exchange issued an inquiry disclosure asking IlDD Company for specific reasons that might affect the recent stock price plunge. The deadline for responses is noon on the day. Hearts announced on the day that it had decided to dispose of treasury stock worth of 10,000 won in order to secure funds for its new business. The disposition period is from this month to the next month. Eco-Plastic announced that it participated in the main bid to acquire Ilpraco in the form of a consortium with Seojin Automotive. Sambo Motors announced that it had participated in the main bidding for the acquisition of Ilpraco. Ilkyung Industrial Development announced on the day that it had decided to sell land and buildings worth KRW 100 million to E2day Holdings to improve its financial structure. The expected disposal date is the following month. Chosun Biz Hot News Samsung's ambitious Galaxy Note Open World Large Limited Edition Iron Man That Supercar Found in Seogwipo, stripped of its strata by typhoon Infinite Challenge is Kia Motors' first public broadcast in-house The amount of compensation suffered by a typhoon is stunned board."
164,"Mergers & Acquisitions soaring as risk of delisting is lifted Experts analyze that it is to acquire a risk-free company rather than to take on risk factors by submitting an audit report during the merger and acquisition process. This is because, as an acquired company, it was possible to raise the price, so a natural market was formed. According to the electronic disclosure system of the Financial Supervisory Service on the day, the largest shareholder change or the largest shareholder change in the KOSDAQ market from last month to today, the deadline for submitting audit reports There are a total of companies that have announced the conclusion of an accompanying stock transfer agreement. This is more than the total number of companies that reported in two months, including 1 companies per month in the last month. In addition, this number is higher than the number of KOSDAQ listed companies that announced the change of the largest shareholder from the last day to the day of last month. Jati Electronics, a telecommunication equipment manufacturing company, changed its name to EDID Company after the change of the largest shareholder on the 1st of last month. What is interesting is that Jati Electronics' stock price has risen sharply as it recently climbed into Park Geun-hye's theme stock. It is believed that the good news is that In-Bong Jeong, an outside director of Eddy Company, has served as a special legal adviser to Chairman Park since 2008. CTL, a light-emitting diode maker for automobiles and lighting, also became the largest shareholder and CEO of CTL earlier this month. The sale was completed to the listed company Accuris. The sale price is 100 million won, and the stake is .3. Kwanglim, a crane and specially equipped vehicle company, sold 10,000 shares of its stock to VW Holdings for 100 million won by Ji Seong-bae and others on the last day. The largest shareholder was changed over the course of a new general meeting for a month. Clunet changed its largest shareholder to Mr. Chan-ryong Kang from the investment association on the day of last month, and then to Mr. Seung-ik Hwang on the last day. An executive at a parent accounting firm explained that the recent audit report submission is linked to delisting, and the market recognizes the quarter as an off-season. ..Reporter Jaewoong Kang Today's hot news Runs on the road with a dog hanging from the back of the car.. Be sure to bring a water bottle when you take the demon Equus shock test.. Help to improve your grades Geun-hye Park and Cheol-soo Park Not yet to stop Ahn Cheol-soo... Please solve this diet in one shot Copyright Holder Financial News. Unauthorized redistribution prohibited"
165,"Shares related to former presidential candidate Ahn Cheol-soo and Democratic Party presidential candidate Moon Jae-in are soaring at the beginning of the market on the news of a solidarity. As of the morning of the morning of the day, Wooridul Life Sciences, Wooridul Pharm, Barunson Pharma, Barunson Jokwang Paint ANP, related to Moon, is on the rise, and AhnLab Sunny, related to former candidate Ahn. Electronic Solgobio's dominant feed future industry is rising. On the other hand, stocks related to Saenuri Party candidate Park Geun-hye are falling due to news of opposition solidarity. Eddy Company is hitting its lower limit, and Agabang Company's bit computer Boryeong Mediance CNU is declining. After a meeting the day before, Ahn Cheol-soo and Moon Jae-in announced that they would fully support Moon. The two candidates are scheduled to hold their first joint campaign in Busan on this day. Chosun Biz Hot News Housewives angered to throw away the full-fledged kimchi, and when I looked at the credit card payment list, I was surprised to see a list of card payments. It came to me as a success story because of my brother, who was excluded from promotion by Samsung Lee Seo-hyun."
166,"Stock market Dongyang Networks Extension of treasury stock trust contract worth KRW 100 million with Shinhan Bank to stabilize stock market Dongyang Networks Dongnam Synthetic Common Stock Manchuria Paid Appearance in Korean Employee Stock Ownership Association Deciding to buy common stock in Manchuria to stabilize stock price Doosan E&C Neotrans Request for public disclosure related to the sale of shares Daily Singapore Hong Kong held a company briefing session for overseas institutional investors in Daeyang Metals Turkey Plant stake sale unconfirmed Signed a contract to transfer management rights to Nara A Holdings with 10,000 common shares held by Ace Engineering Engineering, the largest shareholder of KIC Contract with Eugene Tech Samsung Electronics for supply of semiconductor manufacturing equipment worth KRW 100 million Acquisition of patent for test substrate processing device KRW 100 million turnkey construction contract with SDN for Jeungpyeong solar power plant Business contract Acquisition of Evertechno ultra-precise positioning control stage patent Acquisition of patent for IL M-Tech Anyang Research Institute Decided to purchase land from ALD Private Equity Fund for KRW 100 million in Dongan-gu, Anyang-si, Gyeonggi-do Confirmed at the final issue price of gentro capital increase KRW 100 million invested in new HB Technology Plant Steel Flower Financial Structure Decision to issue convertible bonds worth KRW 100 million to improve Welcron Gangwon free issue of rights reduction at the base price Women who earn more than 10,000 won a month are floating a new Korean car that can withstand icy roads A warship hijacked by a MiG threat"
167,"Below are the main announcements released after the close of the day. The stock market Nexen Tech announced on the day that Nexen had become the largest shareholder by buying some stocks on the exchange. Nexen owns more Manchuria than Nexen Chairman Kang Byung-jung. Chairman Kang owns Manchuria. KOSDAQ market Simpac Metalroy announced on the same day that it would acquire 10,000 shares of Simpac Metal, an affiliated company, for 100 million won. United announced on the day that it had purchased 10,000 shares of Exjax over the counter from the largest shareholder, including CEO Jo Geun-ho, on the day of last month. Seoho Electric Co., Ltd. announced on the day that it had decided to acquire treasury stock worth 100 million won. The total number of stocks acquired is Manchuria. Hankook Technology announced on the same day that the warrant was exercised in the amount of 10,000 shares. This is equivalent to the total number of issued shares. Music announced on the day that SM CEO Kim Young-min, SM CEO Yang Min-seok, YG Entertainment CEO Jung Wook, Entertainment CEO Kwon Soon-cheol and synergy management manager will be appointed as internal and external directors. A general meeting of shareholders for the appointment of directors will be held on the next day. EDD Company announced through a correction notice that it would withdraw its plan for a public offering of KRW 100 million and expand the amount to raise funds for disciple allocation. EM Tech is currently in use It was announced on the same day that it had decided to acquire the land in Gwanyang-dong, Anyang, Gyeonggi-do for 100 million won from ALD First PFV for the expansion and relocation of the Anyang Research Institute. This is relative to equity capital. The company explained that it has increased short-term borrowings to raise working capital on a large scale. Hansung Elcomtech announced that Il Song Rae-heon, managing director, sold all of his Manchuria stocks at the price of KRW from the last month to this day. Executive Director Song received manju from our company on the day of last month and sold the manju straight away for won. Executive Director Song's share purchase price was KRW. Daewon Media announced on the next day that it would hold a company briefing session for domestic and foreign institutional investors and analysts at Woori Investment & Securities Headquarters in Yeouido, Seoul. Chosun Biz Hot News One full set price American-made Honda pours into Korea and the war begins. If you don't know, you'll get a lot of money. The discount purchase month is a chance. The iPhone year has begun. The refurbished war begins."
168,"Due to the submission of the Youngjin Infrastructure old stock certificate, stock trading was suspended from the day before the new stock certificate was changed and listed. Decided to increase short-term borrowings by 100 million won to repay the three-one operating funds and borrowings. Determination of size debt guarantee. Designated as an infidel disclosure corporation due to delayed disclosure of the change of the largest shareholder of Acutech. Decided to issue a general public offering worth 100 million won to raise funds for the operation of ED Company. Digital video monitoring device and Acquisition of patent rights related to the method. Decided to issue billions of won worth of bonds with warrants to raise funds for sublimation luxury construction operation. The base price for ex-rights due to the free capital increase is fixed at 10,000 won. Stock trading is suspended from the date of submission of old stock certificates for the merger of Ilkyung Industrial Development stocks until the day before the new stock certificate change listing date. Ko Jun-hee's lingerie pictorial book reveals the luxury line The watershed voter turnout So Yi-hyun Smooth black stockings Miss A's Suzy line rabbit smile Jo Ah-jeong is very provocative, but her thrilling temptation"
169,"Index flow Positive Program buy Foreigner spot sell Foreigner futures buy Institutional buy Index flow Negative individual buy Foreign sell Institutional buy Exchange characteristic stock Future industry Positive Lending transaction Reduction in credit trading Reduced contract strength Inflow of false buys. Wooridul Life Sciences Illegal Lending Transactions Increase Credit Transactions Consolidation Robbery Inflow of fake purchases. Energy Chemical Positive Lending Transactions Increase Credit Sales Decrease Contract Strength Influx of bids and sell-offs. Nexolon Positive Lending Transactions Decrease Credit Transactions Increase Contract Strength Inflow of false purchases. Sky New Farm, a characteristic stock on the KOSDAQ, increased in fraudulent loan transactions. Candle Media Positive Lending Transactions Consolidated Credit Sales Decrease Contract Strength Influx of False Buys. Shinwon Comprehensive Development Upper Limit No Lending Transactions No Credit Trading Execution Strength. DID No positive L/L transactions Reduced credit sales Contract strength Influx of buyouts. Click to download the real-time soaring stock detection program ... Hot Issues D.I. Woongjin Holdings Intergentro Eddy Company DS Sampyo Foods Korea FT NCsoft A smart smartphone that saved a middle school girl who was about to commit suicide The world's first strongest Korean shipbuilding Works Surprisingly Korean technology to block armor-piercing bullets Overwhelming Korean police Psyca is awesome"
170,"This information is provided by RUN Securities Broadcasting. Today's KOSPI index is . The KOSDAQ index ended with a . Although major US indicators were good, the uncertainty of the US fiscal cliff and the eurozone Greek fiscal crisis rose again, and although it managed to keep the line, it revealed the limit of the lack of momentum. Top stocks by market cap Samsung Electronics Hyundai Motor Company Hyundai Mobis Kia Motors closed higher compared to the index. As a sector characteristic of the KOSDAQ, stocks related to start-up investment companies were strong. Let's look at the main characteristic stocks of KOSPI and KOSDAQ. Reneco is a company that operates information and communications network construction as its main business. Inflow of Samsung Securities' Manchuria purchases. Eugene Enterprises A company with a loss for consecutive years running civil engineering works as its main business and growing the deficit. Influx of Hanwha Securities Manchuria purchases. As a company that produces and sells essential parts such as semiconductors, semiconductors, shipbuilding, and aviation, the quarterly operating profit has declined due to sluggishness. Buying of Manchuria from Samsung Securities for the day in a row. SNU is a company that manufactures and sells industrial manufacturing equipment such as solar cells. Woori Investment & Securities' Manchuria buying trend. Taekwang is a plumbing material and pipe fittings manufacturer, and it declined due to poor quarterly earnings. Woori Investment & Securities' Manchuria buying trend. Iljin Materials is a circuit producer of elecfoil, falling below the quarterly expected earnings. Shinhan Financial Investment's Manchuria Selling Volume Exposed. Jinsung TC is a company that produces and sells the upper and lower rollers of heavy construction equipment, and has been designated as an investment cautionary item due to unsound trading such as Heo Soo-seong's price. Dongyang Securities shares buying momentum. NCsoft, the largest online game company in Korea, entered a short-term adjustment period due to poor quarterly earnings. Daewoo Securities' Manchuria purchases inflow. Click to download the real-time soaring stock detection program ... Get free service for KakaoTalk strikers .. Hot issue items Woongjin Energy DI New Votech Seongdo ENG New Prex Sky New Farm Korea Circuit Intec Plus Shinyang DD Company Amazing Korean technology to block armor-piercing bullets Overwhelming Korean police Psycha Amazingly beautiful Save money and fall from a skyscraper in a bizarre incident at a university where women are passionate. As if praying, Korea too"
