,0
199,Seoul News Reporter Lee Gook-hyun The KOSDAQ market headquarters of the Korea Exchange announced on the day that it would designate NexG as an unfaithful disclosure corporation. This is due to false or erroneous disclosure of the contents of the disclosure of the contract to provide security for stocks that accompany the change of the largest shareholder. Go to Big Data stock price list Newsis copyright holder Gongsymo media Newsis news agency. Unauthorized redistribution prohibited.
200,"Poor performance of changing owners four times in over a month after company remodeling Businesses such as fintech advertising agency with losses for a year in a row Added to the business purpose of the last general meeting of shareholders are suffering from Even the performance is not good, such as recording a loss in recent years. NexG is seeking a reversal through aggressive investment in new businesses such as the establishment of a virtual currency exchange and the acquisition of electronic equipment parts companies. There are also voices of concern about expanding the business area to a side unrelated to their main job. NexG will acquire 10,000 shares of Sapphire Technology, an industrial sapphire substrate manufacturer, from CEO Lee Hee-chun, the company's largest shareholder, for 100 million won. When this transaction is completed, it will secure a stake in Sapphire Technology and become the largest shareholder. Previously, NexG participated in the capital increase of Sapphire Technology at the end of last month and purchased 10,000 new shares for KRW 100 million. Last month, it invested KRW 100 million to establish Nexcoin, a cryptocurrency exchange operator. Based on the blockchain platform, the company plans to launch financial services and fintech businesses. At the general meeting of shareholders held last month, NexG also approved a proposal to add dog business to business purposes, such as advertising agency lease, location-based electronic payment and settlement agency, camping car production. Operating profit, which had been in the billions of won for the year, continued to decline and turned into a loss for the year. Last year, it posted an operating loss of billions of won, widening the range of losses. The impact of the increase in SG&A expenses while sales of security software decreased was significant. The industry cited the inability to formulate a stable management strategy as the owner changed several times as the reason for the sluggish performance. NexG, a subsidiary of Hansol Group, was sold to CN Kim, a construction material distributor, last month. In order to comply with the Fair Trade Act, which states that the holding company's sub-subsidiaries must not hold shares in other sub-subsidiaries, Hansol Intercube and Hansol Secure, which share shares in NexG, have disposed of all their shares. At this time, the company name was also changed from Hansol NexG to NexG. As soon as it left the arms of Hansol Group, the management rights of NexG moved here and there. In January of last year, the largest shareholder was changed from CNKIM to JA Industrial, a small and medium-sized metal workpiece installation company, to E&M, a video production company. A month later, at the end of the month, U&I Global, the current largest shareholder, took over the management rights. U&I Global, a small and medium-sized company established in 2008, is engaged in manufacturing and rental of ice maker and water purifiers. As of the end of the year, its assets stood at 100 million won, and its sales that year were only 10,000 won. Debt is in the billions of won, which is twice the capital. Doubts have been raised in the market as to whether this company has the ability to manage NexG. Reporter Jinseong Kim . Korean economy. Unauthorized reproduction and redistribution prohibited"
201,"NexG announced on the day that it had decided to acquire 10,000 shares of Sapphire Technology by participating in a rights offering through dissemination. As a result, all shares of Sapphire Technology owned by NexG will increase to Manchuria. A NexG official said that the purpose of acquiring the stock is to diversify business through management participation and entry into new businesses. ..Real-time news that shows the money of the copyright holder Money Today Unauthorized reproduction and redistribution prohibited"
202,"NexG as of the afternoon of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
203,"NexG announced that the number of shares held by Il Asia Economy Co., Ltd. has increased. This is a share increase from the previous reporting date, and the stake has risen to . The reason for this report is known as the acquisition of new stocks. Changes in the shares of the largest shareholder and related parties are factors that affect the stock price. In particular, if the holding ratio is continuously increased or decreased, it is necessary to be careful when investing in the stock. The following is the history of NexG's share change and holdings. Stock market analysis expert robot. An article written by Robot, a stock analysis expert of Electronic Newspaper and Thinkful Go to e-newspaper post Go to e-newspaper"
204,"Sapphire Technology announced on the day that CEO Lee Hee-chun, the largest shareholder, has signed a contract to transfer 10,000 shares of his holdings to NexG. will be changed. After the change, the largest shareholder’s share ratio is .C. Lee Hu-seop A united passion for the Pyeongchang Winter Olympics Special feature on Naver Main Subscribe to E-Daily Subscribe to E-Daily’s Kakao Talk Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
205,"NexG announced that the number of shares held by the largest shareholder in Japan has increased. This is a share increase from the previous reporting date, and the stake has risen to . The reason for this report is said to be stock acquisition following the participation in the capital increase. Changes in the shares of the largest shareholder and related parties are factors that affect the stock price. In particular, if the holding ratio is continuously increased or decreased, it is necessary to be careful when investing in the stock. The following is the history of NexG's share change and holdings. Stock market analysis expert robot. An article written by Robot, a stock analysis expert of Electronic Newspaper and Thinkful Go to e-newspaper post Go to e-newspaper"
206,"NexG enters a new cryptocurrency exchange business through its subsidiary, Nexcoin. The idea is to open an exchange by the end of the month by taking advantage of the strength of the top network security company in Korea. NexG is a company specializing in security solutions and is supplying customers with integrated security control solutions and integrated security control services. Major clients include LOTTE Information & Communication Non-Life Insurance LGU Plus. A company official said that it is the top network security company in Korea that has been accumulating security technology for a year. NexG is trying to differentiate itself from other exchanges in terms of security and financial stability. As a security-specialized KOSDAQ-specialized company, it plans to provide security technology, stable trading environment, and transparent accounting. The plan is to list major coins such as Bitcoin, Bitcoin Gold, Ethereum, Ethereum, Classic, Litecoin, Ripple, etc. first and then expand them later. NexG officials are planning to expand sales by activating various financial services and fintech solution businesses based on the blockchain platform. He emphasized that he is spurring the development of cryptocurrency exchanges and that he will create a safe exchange without hacking in an hour. Reporter Bae Yo-han .. Yang Nak-gyu's military story Subscribe to the Asian Economy Channel Asian Economy Facebook Window to see the world The eyes to see the economy Asian economy Unauthorized reproduction and distribution prohibited"
207,"NexG. Network security company NexG was strong at the beginning of the day on the news of the establishment of a virtual currency exchange. It is being traded at 10,000 won. NexG announced on the previous day that it would acquire 10,000 shares of Nexcoin, a virtual currency exchange, by investing 100 million won. I explained that it was enlarged. Reporter Park Chul-joong"
208,"NexG as of the afternoon of the day. It is trading on the right side of the won and has a selling advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording the buying advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
209,"The news that NexG will establish Nexcoin, a virtual currency exchange, is skyrocketing. It is being traded at 10,000 won. NexG announced that it would officially open Nexcoin this coming month. Through this, we plan to revitalize various financial services and fintech solution businesses based on the blockchain platform. In addition to cryptocurrency exchanges, it also provides payment and settlement services such as e-wallet e-payment and e-commerce e-authentication. In addition, it plans to expand its business to fintech solutions such as loans, crowdfunding, foreign exchange remittance, integrated asset management, credit information analysis, etc. Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
210,"NexG, which is planning to advance into Southeast Asia of the cryptocurrency exchange, is strong. It is being traded at Rs 10,000. Previously, NexG signed a memorandum of understanding with WillB Solution Vina, a local information technology company in Vietnam, on the day of last month. With the signing of the agreement, the company plans to target the financial sector in earnest, focusing on Vietnam's blockchain and fintech markets. Wilbe Solution Vina is a local subsidiary of Wallby Solution in Vietnam, which specializes in financial management and consulting. We have references to successfully carrying out projects of the Central Bank of Vietnam and commercial banks. According to NexG, WillB Solution is evaluated as the most successful model among Korean companies that have entered the Vietnamese market. NexG is planning to advance into Southeast Asia through its own solution and new business, a cryptocurrency exchange. We are also challenging the Vietnamese market by localizing the exchange that is being prepared to open in Korea in the first half of next year. CEO Yong-seok Kim will provide security solutions based on NexG’s security for the payment and settlement authentication security business related to Vietnamese finance in the future. He said that he decided to cooperate with each other and said that he would use it as a stepping stone to advance into the blockchain-based fintech market in major Southeast Asian countries, starting with Vietnam. prohibition"
211,"NexG as of the afternoon of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
212,"NexG as of the afternoon of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
213,"NexG as of the morning of the day and the minute of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
214,"The current share price of NexG is . Trading is taking place at the rising Won line. The stock price fluctuates and the trading volume is quite high compared to the number of listed stocks. As a result of analyzing the turnover of NexG for the past month, it was found that the owner of the stock changed at a rate of once a day. This is an unusually high turnover rate, and special attention is required for investment. Also, caution is necessary once again, as the average intra-day stock price fluctuates so much that it reaches . , foreigners indicated ., and institutions indicated . And, in the recent daily trading share, individuals accounted for . The institution showed a transaction participation rate of .. This is an article produced by a robot reporter in real time in collaboration with Financial News and Thinkful, a securities company. Unauthorized redistribution prohibited"
215,"NexG as of the morning of the day and the minute of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording the buying advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
216,"NexG as of the morning of the day and the minute of the day. It is trading on the right side of the won and has a selling advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording the buying advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economy."
217,"Currently, NexG is higher than the previous day. It has risen and is trading at the original line. Foreign Investors Net Selling for Consecutive Days In the last day, foreign investors in the same stock net bought shares, and institutions net bought shares as well. Foreigners made a net purchase of shares the day before, but institutions maintained their net buying and holding ratio as . The following table shows the daily net buying by foreign institutions of the same item. Index Item Value Comprehensive Score Growth Growth Rate Sales Growth Rate.. Equity Growth Rate Stability Debt Ratio. .Liquidity ratio.Profit stability.Profitability...Operating profit ratio.NexG's quantitative financial score was . This is because sales growth has decreased. As performance stability deteriorated, the overall stability score fell. In terms of profitability, all of the operating profit rates fell and received a lower score than before. This is an article produced by a robot reporter in real time in collaboration with Thinkful, a securities company, and Financial News. Copyright holder Financial News. Unauthorized redistribution prohibited"
218,"NexG as of the morning of the day and the minute of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economic Daily."
219,"NexG as of the morning of the day and the minute of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economic Daily."
220,"NexG announced on the day that it had decided to invest 100 million won to establish a new subsidiary of Nexcoin, a financial service fintech solution business. Based on the blockchain platform, he explained that it is expanding sales by activating various financial services and fintech solution businesses. Reporter Kang-wook Cho .. Yang Nak-gyu's military story Subscribe to Asia Economy Channel Asia Economy Facebook Window to see the world The eyes to see the economy Asian economy without permission Reproduction is prohibited"
221,"NexG as of the afternoon of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was . The standard deviation was recorded as . During this period, the average stock price return of the software industry was ., and the volatility was . It is on the rise and is recording a selling advantage of Seogyeong Newsbot. Now check the stock price at Seoul Economic Daily."
222,"Reporter Jeong Ok-joo, Seoul Newsis Reporter NexG, a security solution specialist, is actively exploring new businesses, such as announcing its entry into the blockchain business. According to Il NexG, on the last day, it signed a business agreement for mutual R&D cooperation with Sogang University’s Intelligent Blockchain Research Center and certified it. We decided to jointly develop core blockchain technologies such as development of fintech technology in general and security, development of next-generation banking platforms, and nurturing core global human resources in blockchain. He said that he would thoroughly prepare to play a leading role in the blockchain revolution, such as building a next-generation network for the future financial environment based on the security system, which is his main business. It operates as a core business. Recently, the company is preparing to aggressively launch new businesses in line with changes in security industry trends such as the rapid growth of fintech and block chain markets. In particular, at the temporary shareholders’ meeting last month, plant manufacturing and sales for culturing microalgae Development of pharmaceuticals using biotechnology Manufacturing and sales Business Development, manufacturing and sales of medical devices and equipment Development, manufacturing and sales of cosmetics and health functional food Development, manufacturing and sales of products Brokerage and distribution, etc. New businesses such as wholesale and import/export incidental to the above have been added to the business purpose. However, this ambitious move Contrary to this, the stock price of NexG is rarely spared from sluggishness. Questions are being raised about expanding the business into areas unrelated to security solutions, which is the main business, and continuous management disputes such as frequent replacement of the CEO and largest shareholder are on the rise. As a result, the stock price of NexG has fallen nearly in recent months. The stock price, which had reached the 10,000 won level just last month, was on the KOSDAQ market today compared to the previous day. It is being traded at the lowest price. An official of NexG said that he believes that NexG's corporate value will automatically increase if all the executives and employees of NexG share a new vision and work hard for the goal of developing existing businesses and grafting new ones. .. Declared entry into the blockchain business. In particular, you said that you would develop fintech technology and develop a next-generation banking platform. Please explain in detail.. By combining NexG's security technology with NSBeyond's fintech authentication technology, a fintech company, it will promote a safer and simpler blockchain-related service business. plan. Specifically, it aims to provide a blockchain-based virtual currency exchange payment service, foreign exchange transaction service, and smart contract application service. To this end, we plan to research and develop a blockchain platform jointly with Sogang University's Intelligent Blockchain Research Center. How do you see the future prospect of the blockchain market? It is expected to evolve revolutionary. In particular, it is expected to become a key trend of the car industrial revolution by meeting big data, artificial intelligence, and the Internet of Things. It seems.. NexG's existing business uses a blockchain as a platform to apply a new concept of security solution in fintech and financial transaction support, and set the direction to advance into a new business. In addition to seeking changes in the existing business, we are preparing for a new leap forward to build various growth engines by entering the medical device or cosmetics business. It is known that they have been charged with breach of trust. What is the reason why NexG, a security specialist, made an investment in Deco&E? point was considered first. In addition, the judgment that NexG's security solution can be very important for new businesses pursued by Deco&E was additionally considered. Moreover, considering that the investment was made by taking various safety measures against the possibility of recovering the investment capital, it was an investment that was judged to be helpful in terms of the use of funds. have. What kind of efforts are you making to calm such anxiety? In the end, I think Jeong-Do management is the answer. We believe that NexG's corporate value will automatically rise if all executives and employees of NexG share a new vision and work hard for the goal of developing existing businesses and integrating new businesses. Please subscribe to the news. Unauthorized redistribution prohibited."
223,"As of pm hour and minute, NexG's current price is in won compared to the previous minute. plummeted In terms of supply and demand, it has a selling advantage of . increased and the standard deviation was . The average stock price return for the software industry during this period was . , and the volatility was recorded as . At this time, the current software industry is . It is falling. Seogyeong News Bot .Now check the stock price at Seoul Economic Daily"
224,"As of pm hour and minute, NexG's current price is in won compared to the previous minute. soared In terms of supply and demand, it has a selling advantage of . increased and the standard deviation was . The average stock price return for the software industry during this period was . , and the volatility was recorded as . At this time, the current software industry is . It is falling. Seogyeong News Bot .Now check the stock price at Seoul Economic Daily"
225,"The current share price of NexG is . Trading is taking place at the won line. Institutional net buyers were net sellers by foreigners on the day before net selling. On a weekly basis, although no significant change occurred after institutions net bought the same stock in the beginning, they net bought the stock, and individuals also showed a buying reversal and net bought the stock. Meanwhile, foreigners turned to net sellers and net sold shares. Individual investors were most active in trading participation. Looking at the share of transactions by subject over the past month, individuals were the most active, accounting for . indicated . And the recent daily trading weight is . foreigner. The institution was found to have recorded .. is an article produced in real time by a robot reporter in collaboration with the securities company Thinkpool and Financial News. Unauthorized redistribution prohibited"
226,NexG announced that it would close the shareholder list and suspend the transfer of stocks next month in order to confirm the right shareholders for the extraordinary general meeting of shareholders. Reporter Park Seong-gyu .Now check the stock price at Seoul Economic Daily All serials in Seoul Economic Daily. .. Copyright holder of Seogyeong Seoul Economic Daily Prohibition of unauthorized reprinting and redistribution
227,"Currently, NexG is higher than the previous day. It has risen and is trading at the original line. Foreign holdings decreased No change in institutions In recent days, foreign investors in the same stock sold net shares, while institutions net bought shares. Foreigners net sold the stock the previous day, but institutions maintained their net buying and holding ratio as . The following table shows the daily net buying by foreign institutions of the same item. On a weekly basis, institutions showed a buying reversal and net bought stocks, and individuals net bought the same stock in the beginning and then continued the momentum and net bought the stock. On the other hand, foreigners have been net selling shares while approaching them from a selling point of view. This is an article produced in real time by a robot reporter in collaboration with Thinkful, a securities company, and Financial News. financial news. Unauthorized redistribution prohibited"
228,"NexG announced that Il-Kyung Seo, an outside director, will be retiring mid-term for personal reasons. Enjoy free cartoons and gift-type cheerleaders Samuel Kim ..Real-time news that shows the copyright holder Money Money Today Unauthorized reproduction and redistribution prohibition"
229,"NexG as of the morning of the day and the minute of the day. It is trading at the right won and has a buying advantage of . The transaction value was billions of dollars, and the turnover was 10,000 shares, and the turnover rate was . It is on the rise and is recording the buying advantage of Seogyeong Newsbot .Now, check the stock price at Seoul Economic Daily."
230,"NexG as of the afternoon of the day. It is trading on the right side of the won and has a selling advantage of . The transaction value was billions of dollars, and the turnover was 10,000 shares, and the turnover rate was . It is on the rise and is recording the buying advantage of Seogyeong Newsbot .Now, check the stock price at Seoul Economic Daily."
231,"NexG announced that the number of shares held by the largest shareholder in Japan has increased. This is a share increase from the previous reporting date, and the stake has risen to . The reason for this report is known as stock acquisition under a stock and management right transfer contract. In particular, if the holding ratio is continuously increased or decreased, it is necessary to be careful when investing in the stock. The following is the history of NexG's share change and holdings. Stock market analysis expert robot. An article written by Robot, a stock analysis expert of Electronic Newspaper and Thinkful This is Electronic Newspaper Popular Posts Electronic Newspaper Official Facebook Go to Electronic Newspaper"
232,"NexG announced on the day that the largest shareholder would be changed from E&M Co., Ltd. to U&I Global Co., Ltd. After the change, U&I Global retains a stake in NexG. Articles that the person next to you sees now Enjoy free cartoons and hit gifts Cheerleader Racing Geol Nam-i Reporter Kim Nam-i ..Real-time news that shows the copyright holder Money Money Today Prohibition of unauthorized reproduction and redistribution"
233,"NexG announced on the day that outside director Seong-woong Ko, who was outside director, had resigned mid-term due to the disqualification of the commercial law manufacturing clause. Unauthorized reproduction and redistribution prohibited"
234,NexG announced on the same day that it had acquired Deco&E's first unsecured private convertible bonds worth KRW 100 million for the purpose of generating profits through investment in general bonds and building a foundation for cosmetics business and healthcare business. This corresponds to . Reporter Kwon Seong-hoe .. Yang Nak-gyu's hot video today's most viewed world A window to see the economy Asian economy Unauthorized reproduction is prohibited
235,"The KOSDAQ market headquarters of the Korea Exchange announced on the day that it would designate NexG FR Tech Woorinet as an unfaithful disclosure corporation. Non-fulfillment of disclosure for NexG and Woorinet The reason for overturning disclosure was applied to FR Tech. Woorinet was fined 10,000 won for violation of disclosure. Reporter Onyu Lim .. Check Asian economy news on Naver Home Nak-gyu Yang's military story Asian economy Facebook A window to see the world An eye to economy Asian economy Unauthorized distribution is prohibited"
236,"Reporter Lim Eun-jin Network security company NexG was strong in the early days on the news of the establishment of a virtual currency exchange. It is currently trading at 10,000 won. NexG announced on the previous day that it would acquire 10,000 shares of Nexcoin, a virtual currency exchange, by investing 100 million won. He explained that it was an increase in sales... The latest trend by reporting articles and chatting with reporters for inquiries"
237,"NexG, a company specializing in security solutions, announced on the day that it had signed a memorandum of understanding with the Japanese marketing platform Xtime for the smart payment solution business provided by Korea, China and Japan. Xtime is a company that operates Timepoint, a reward marketing platform. Time points accumulate points that can be used at online and offline affiliated stores when users stay in a specific space. Xtime has built a timepoint service in sectors such as finance, travel and communication. An official of NexG said that it will launch a timepoint solution in Korea soon and seek a fintech business that promotes tourism consumption in connection with Chinese and Japanese companies. He said that he would discuss how to apply the solution and secure payment technology to the Xtime service."
238,"NexG announced on the day that it has decided to acquire 10,000 shares of Sapphire Technology through participation in the capital increase through distributing students. Reporter Park Seong-gyu .Now check the stock price at Seoul Economic Daily. prohibition"
239,"Reporter Seon-hee Yoon, KOSDAQ listed company NexG announced on the day that it has decided to acquire 10,000 shares of Sapphire Technology, a manufacturer of artificial sapphire substrates for industrial use. The amount of the acquisition is 100 million won, equivalent to . It was explained that it was for the purpose of business diversification..."
240,"NexG, a security solution specialist, announced that it would open a beta version of its own virtual currency exchange Nexcoin next month. A NexG official said through a press release on the same day, it is currently conducting a thorough test procedure with the goal of opening Nexcoin next month. He said, “We are focusing on showing the highest level of security and operational stability at home and abroad through network separation of the exchange system and an effective system development environment. He said that he would expand his business to the fintech service area by utilizing the experience and technology of the communication technology and security industry, and that he is considering entering the global market, including Southeast Asia, when domestic services are stabilized. Please subscribe to Newsis on Naver Channel. Unauthorized redistribution prohibited."
241,"The Korea Exchange KOSDAQ Market Headquarters said that it was given a decision to grant an improvement period by the Corporate Review Committee on Monday of last year and is currently on a trading suspension. On this day, Steel Flower posted an operating loss of 100 million won on the basis of individual financial statements last year, lower than the previous year. According to the KOSPI, the exchange added that, in the case of continuous operating losses for the most recent business year in the annual audit report, a reason for substantive examination of listing qualifications may be added according to the manufacturing regulations of the KOSDAQ listing regulations. For analysis and investment information at a glance... Subscribe to Edaily | Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
242,The Korea Exchange said that the company was given a decision to grant an improvement period by the Corporate Review Committee on Monday of last year and is currently on suspension of trading. He said that the reason for the substantive examination of listing eligibility could be added. Watching hot articles and receiving free cartoons and receiving gifts Cheerleader Racing Girl Reporter Kwon Hye-min Copyright owner Real-time news that shows money Money Today Prohibition of unauthorized reproduction and redistribution
