,0
508,"Withas following the opposing trading, it fell to the lower limit on the news of the change of the largest shareholder. According to the electronic disclosure, the largest shareholder was changed to Mr. Lee Young-man following the sale of shares other than Chun-ho Park, the largest shareholder of Withas. Lee Young-man's stake in Withas is .c. Withas said that it is estimated that the stakes owned by Park Chun-ho and related party Ahn Jae-man were disposed of as a result of a counter sale. These amounted to billions of dollars and billions of dollars, respectively. Kyra Knightley sexy pictorial It's small, but I'm not ashamed Employee with a salary of billions I am shocked by the tax payable from the new year Cheerleader Kang Yoon stops at kiss time Who is the Bamti Star that will shine in the year of the year Yoon Eun-hye Mil Akiss in the bathtub Provocative pictorial release"
509,Withas announced on the day that the largest shareholder was changed from Park Chun-ho and others to Lee Young-man due to the sale of the largest shareholder's stake. Lee Young-man's share of Withas is .3. Withas said that it is estimated that the stakes owned by Park Chun-ho and special associate Ahn Jae-man were disposed of through counter-trading. Married couple's affectionate display Top Acting Awards Military officer Ahn Jae-wook The reason why he was ignored is Lee Ji-young She is beautiful in a sensual shirt
510,Withas announced that the CEO of Il was changed from Kang Yang-do to Park Chun-ho. Former CEO Kang retains his position as a registered executive director in Yang-do Kang. Reporter Yuri Kim A window to see the world An economy-viewing view of the Asian economy Unauthorized reproduction of the Asian economy is prohibited. Park Si-yeon's investigation revealed that she was right. Married to a younger model. Hong Rok-ki's wife. Jung Hyung-don's wife. Two months after giving birth to twins.
511,"Withas announced on the day that it had acquired 100 million won worth of bonds with warrants before maturity. After acquisition, the outstanding balance of bonds is 100 million won. Prime Minister Ha Na-na Jeong Hong-won Director of Security Office Kim Jang-su Director Park Heung-ryeol From grave insurance to insurance..Do you know these types of insurance? A big deal on fiscal and tax reform with the Obama Congress is ready View the E-Daily newspaper anytime, anywhere in your life Smart economy comprehensive broadcast E-Daily Real-time news and stock trading Financial market E-Daily mobile service Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
512,"Withas said in a recent reply to the public announcement regarding the stock price plunge, there was no important information to be separately disclosed regarding the stock price plunge. On the wedding day, the groom's attempt to sexually assault his bride's friend shocked Moon Jae-in, Geum Seong-mu's twins photo topic Park..moon. Moon. Park. Official apology of Park Il in close encounter with imported cars violating the Road Traffic Act ... Review of withdrawals Herald Live News Herald Economy . Unauthorized reproduction and redistribution prohibited"
513,"Withas announced on the day that it had appointed Yang-do Kang as the new CEO due to the resignation of CEO Ahn Jae-man. Reporter Ji Seon-ho, a window to the world, an eye to see the economy Asian economy Unauthorized reproduction prohibited Married to a beautiful flight attendant Jeong Jun-ha After a month Hwang Jung-eum Kim Yong-jun A really long time When I said we were dating, Mandavichi Kang Min-kyung said what she was wearing and her body was not shocking. Lee Mi-sook was shocked by the new evidence of an affair."
514,"Seoul Newsis Withas new share exercise price adjusted from won to won CrucialTec’s touch detection method and touch detection device patent acquisition MCNex vehicle’s front road display device patent acquisition I'll give you an egg. A successful transaction in the Internet community. Chinese people come to Korea to rescue. Internet ghost stories. Why income has to be higher than me, can be lower than me Hiring female college students Alert Doori copyright holder Sympathy Media Newsies News Agency. Unauthorized redistribution prohibited."
515,"Withas announced that the warrant for new stocks equivalent to 10,000 shares had been exercised. The number of shares issued for this exercise is . Scarlett Johansson's bold upper body exposure in the pictorial book Billion lottery winner Posted on the online bulletin board Bonnie Koo Ja-cheol Ji-sung's line The best challenge Yoo In-young for the first major league All-Star Game Actress's first invitation This is the shocking thing like this."
516,"Widas, a manufacturer of wireless communication equipment, announced on the same day that it had decided to downgrade the exercise price of the warrant from KRW to KRW in accordance with the drop in market price. As a result, the number of exerciseable shares increased to 10,000 shares. So Yoo-jin, showing off her sensual charm, Daechi Pyeong, a workplace living in an apartment building, suddenly Daesung weeping Forbidden Rain, flawless verse, victory prayer Danbi Goddess Kang Yoon spreads her chest wide with snow and Miranda Kerr The harmony of volume and legs"
517,"Withas announced that it had decided to issue bonds with warrants to Mr. Lee Seong-man to raise operating capital worth 100 million won. The maturity date of bonds is year, month, and day, and the coupon rate and maturity interest rate are . Are you not cheating? How to secretly watch KakaoTalk? During the rape process, I ate squid sashimi as a side dish in a Facebook conversation, but this can’t be the case. Baseball field cheerleader Apgujeong, who looks like a girl group, and a busty bikini body revealing habit of success Hankyung.com Unauthorized reproduction and redistribution We exercise copyright in accordance with the Digital News Usage Rules of the Banned Korea Online Newspaper Association"
518,"Stock market Coway Securities and Futures Commission voted on the prosecution's complaint against CEO Hong Joon-ki, and additionally appointed CEO Kim Dong-hyun. Acquisition of patent rights such as Chong Kun Dang hydroxamate derivative and manufacturing method. Signed a contract with the semiconductor group to win an order for semiconductor manufacturing equipment worth KRW 100 million Invested in DK Aztec, an affiliate of Ildong International Steel, to participate in the capital increase No reason for the soaring Kumyang stock price Excluding Hyundai Pharm Jinsu-chang Treasury stock sale in Manchuria Excluded from substantive examination for delisting Samwhan Company Tongyang Networks Service Amorepacific Group subsidiary Pacific Glass provided as collateral worth KRW 100 million Disposal of treasury stock in order to pay treasury stock to outstanding employees in the Ilkosdaq market Melpass Acquisition of patent rights for Withas Mobile, a subsidiary of Withas Mobile, Decision to provide real estate collateral for debts worth KRW 100 million IlIDS Kim Byung-guk Retired from Audit Committee Decide to dispose of treasury stock in order to exercise Interpark stock option Decision on debt guarantee worth KRW 100 million to local corporation Submission of application for voluntary delisting of Node Digital The day of sexual intercourse with the name of the president of a large corporation An officer touched a civilian female body and then went out well Hyundai and Kia Motors President Park's special gift Turns out to be a unique kindergarten fever in developed countries Simple to worry about hair loss How to prevent treatment"
519,"The delisting of companies such as Free Tour has been confirmed. On the other hand, Withas and Korea General Capital were given an improvement period and were given an opportunity to maintain their listing. Free Tour Neo Purple DS Eduence received an audit opinion rejected, and Yuil Nsys was delisted because of an inappropriate audit opinion. Meanwhile, the exchange gave Withas and Korea General Capital an improvement period. Withas until the next month. Korea General Capital has an improvement period for the next month. At the end of the improvement period, after the improvement period is over, a confirmation of the implementation result is submitted and the listing committee is held to decide whether or not to delist again. Danny.. A heartless mother who put her baby in a trash bag An entertainment establishment where she was drinking in lingerie. Finally.. How to make my own car without buying it? Check out the financial news on Naver Newsstand right away. Financial News | Family Site | Official Account Copyright Holder Financial News. Unauthorized redistribution prohibited"
520,"Reporter Kang Hyeon-chang Hyundai Heavy Industries, which had been on a downward trend due to the successive earnings shocks of construction stocks, is starting to draw a line. It was announced that an increase of $ billion was tentatively counted. Shipbuilding orders received . The increase in orders from the offshore sector increased to $1 billion and a whopping . The share price of Hyundai Heavy Industries has risen to around 10,000 won since the beginning of the year, but after construction and Samsung Engineering announced successive earnings shocks, concerns over earnings grew and the stock fell along with it, forming a price range at the current 10,000 won level. Researcher Kwon analyzed that Hyundai Heavy Industries' shipbuilding and offshore division's order target for this year is billions of dollars. In the KOSDAQ market, a lot of insolvent companies were expected to be listed on the stock exchange. The Korea Exchange announced that the closing sale of Eduence Only NCDS DS Free Tour Neo Purple, which was undergoing a stock exchange review due to reasons such as refusal of an audit opinion and inappropriate audit opinion, would start. It is a consolidated sale for one day from the next day, and other companies are from one to one. Korea General Capital filed an objection to the notice of closure and decided to grant an improvement period for one month. Trading suspension will continue. Withas also received an improvement period until May. The following is a major announcement after the close of the market. KOSPI Market Hyundai Heavy Industries' total orders last month amounted to billions of dollars, lower than the same month last year. It was announced that it was tentatively counted as an increase. Shipbuilding orders amounted to billions of dollars, compared to the same period last year. Orders from the offshore sector amounted to billions of dollars, compared to the previous month. increased. Plant orders also reached billions of dollars. increased On the other hand, orders for engine, machinery, electrical and electronic construction equipment decreased compared to the same period last year. The total dividend is about 100 million won. Daehan Shipping announced on the day that its largest shareholder has changed from Eagle Shipping International to a non-Orchard Center Master outsider due to a reduction in work and capital conversion. Orchard Center Master, together with a related party, will own a stake in Korea Shipping. Daesung Industrial announced that it has decided to issue a new issue of 10,000 shares of common stock at par at the same rate as won per share. Daesung Industrial plans to use approximately KRW 100 million raised through capital increase for mergers and acquisitions. In addition, after the rights issue was completed, it was decided to issue an additional 10,000 shares through a free capital increase that distributes . It announced that it had decided to borrow a corresponding 100 million won. The Korea Exchange's Korea Exchange (KRX) requested an inquiry disclosure asking about the reasons for the recent significant market fluctuations for Kumho Comprehensive Financial Services by noon on the afternoon of the same day. Refusal It was announced that the closing sale of Eduence Only NCDS DS Free Tour, which will be delisted on the following day due to reasons such as inappropriate audit opinion, will be held for one day from the next day. Neo Purple will be delisted on the following day after going through a consolidation sale for one day starting from the beginning of this month. . Withas, it was decided to grant an improvement period until the end of the coming month. DY Kukje announced that there were no confirmed details on the progress or results of the investigation into the alleged breach of trust of the current CEO and the novel. According to the signing, it was announced that the largest shareholder was changed from Kim Ji-taek and others to R&L Natural, a wholesale and retail manufacturer. The stake ratio is about .. The Korea Exchange KOSDAQ Market Headquarters requested an inquiry disclosure about UbiPrecision asking the reason for the recent significant market fluctuations by noon on the afternoon of the day. Looking at the history of search terms in MapleStory, Pantech will retake the market with Vega irons Copyright Holder News Korea Prohibition of unauthorized reproduction and redistribution"
521,"The following is the news of major stocks after the closing of the business day. Changed company name to Nowcom Afreeca TV Changed company name to Daechang Solutions for business activities and image enhancement to diversify Daechang metal business Dongbu Robot Changed from Sole Representative Director Kang Seok-hee to Kwak Il-soon Kang Seok-hee Co-CEO System Danal Choi Byeong-woo Ryu Geung-seon Co-CEO System Min Eung-joon Changed from Co-CEO Yoon Seong-tae Lee Hyuk-byeong to Kim Hong-chang Lee Hyuk-byeong EM Tech Jeong Seung-gyu From co-CEO Hwang Sang-moon to sole CEO Jeong Seung-gyu, the contract for the Thang Long cement project worth billions of won was canceled. This is . of recent sales. Interpark Truston Asset Management owns . The Withas Korea Exchange said that Withas had submitted an objection to delisting. The exchange holds a listing committee within one day to deliberate on whether to delist, and decides whether to delist within one day from the date of deliberation. Onse Telecom additionally appointed Lim Kwang-bin, CEO to strengthen iTest responsible management and establish an efficient decision-making structure. Changed to Kim Hyung-jin and Kim Shin-young as individual representatives Disposal of treasury stock worth KRW 100 million to improve asset efficiency of Cheil Steel Industries Joymax appointed Kim Chang-geun as new CEO Kim Nam-cheol resigned Farmswell Bio Korea Exchange KOSDAQ Market Headquarters Founded MK Investment by investing KRW billion in MK Electronics to demand disclosure of inquiry asking why the stock price soared. The company explained that through MK Investment, it will proceed with investment and acquisition related to the new business. Decided to issue a rights issue worth KRW 100 million for the purpose of financing Halla Construction. In response to inquiries and disclosures related to changes, he said that he was considering a plan suitable for the company's circumstances, such as a merger with other corporations, and financing for business acquisitions to improve performance. The company explained that it is reviewing the best method suitable for the company's circumstances, saying that it is receiving a number of proposals through various channels such as securities companies. In response to the request for disclosure regarding the acquisition of Keystone Global Mine, he replied that he was pursuing an acquisition through participation in a consortium in relation to the acquisition of a stake in Lablation Energy, which owns the coking coal production mine and mining rights in West Virginia. According to the auditor's audit report for the business year of biotechnology, an objection was submitted in relation to the criteria for delisting due to grounds for refusal of an audit opinion. The new share type is Manchuria common stock, and the par value per share is One Celltrion Pharm. The production of Celltrion Pharm's Jincheon plant is suspended for factory remodeling and replacement of production equipment. The amount of production shutdown is in the billions of won. The date of resumption of production is the next Monday. The Korea Exchange of Shinil Construction announced that Shinil Construction has resolved the reason for delisting due to total capital erosion by submitting a specific purpose audit report. In this regard, he explained that it will examine whether or not it falls under the substantive examination of delisting. Samwoo EMC Korea Exchange KOSDAQ Market Headquarters announced that Samwoo EMC had completely eroded its capital on the same day, and provided financial statements proving the resolution of the reason by the next month. Failure to submit an audit report by the same auditor of Korea may be a cause for delisting. Changed company name to NewsNowcom Africa TV Changed company name to Nowcom Africa..Building integrated brand View E-Daily newspaper anytime, anywhere in your life Smart Economic Comprehensive Broadcasting E-Daily Real-time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
522,"The following is the news of major stocks after the closing of the business day. Changed company name to Nowcom Afreeca TV Changed company name to Daechang Solutions for business activities and image enhancement to diversify Daechang metal business Dongbu Robot Changed from Sole Representative Director Kang Seok-hee to Kwak Il-soon Kang Seok-hee Co-CEO System Danal Choi Byeong-woo Ryu Geung-seon Co-CEO System Min Eung-joon Changed from Co-CEO Yoon Seong-tae Lee Hyuk-byeong to Kim Hong-chang Lee Hyuk-byeong EM Tech Jeong Seung-gyu From co-CEO Hwang Sang-moon to sole CEO Jeong Seung-gyu, the contract for the Thang Long cement project worth billions of won was canceled. This is . of recent sales. Interpark Truston Asset Management owns . The Withas Korea Exchange said that Withas had submitted an objection to delisting. The exchange holds a listing committee within one day to deliberate on whether to delist, and decides whether to delist within one day from the date of deliberation. Onse Telecom additionally appointed Lim Kwang-bin, CEO to strengthen iTest responsible management and establish an efficient decision-making structure. Changed to Kim Hyung-jin and Kim Shin-young as individual representatives Disposal of treasury stock worth KRW 100 million to improve asset efficiency of Cheil Steel Industries Joymax appointed Kim Chang-geun as new CEO Kim Nam-cheol resigned Farmswell Bio Korea Exchange KOSDAQ Market Headquarters Founded MK Investment by investing KRW billion in MK Electronics to demand disclosure of inquiry asking why the stock price soared. The company explained that through MK Investment, it will proceed with investment and acquisition related to the new business. Decided to issue a rights issue worth KRW 100 million for the purpose of financing Halla Construction. In response to inquiries and disclosures related to changes, he said that he was considering a plan suitable for the company's circumstances, such as a merger with other corporations, and financing for business acquisitions to improve performance. The company explained that it is reviewing the best method suitable for the company's circumstances, saying that it is receiving a number of proposals through various channels such as securities companies. In response to the request for disclosure regarding the acquisition of Keystone Global Mine, he replied that he was pursuing an acquisition through participation in a consortium in relation to the acquisition of a stake in Lablation Energy, which owns the coking coal production mine and mining rights in West Virginia. According to the auditor's audit report for the business year of biotechnology, an objection was submitted in relation to the criteria for delisting due to grounds for refusal of an audit opinion. The new share type is Manchuria common stock, and the par value per share is One Celltrion Pharm. The production of Celltrion Pharm's Jincheon plant is suspended for factory remodeling and replacement of production equipment. The amount of production shutdown is in the billions of won. The date of resumption of production is the next Monday. The Korea Exchange of Shinil Construction announced that Shinil Construction has resolved the reason for delisting due to total capital erosion by submitting a specific purpose audit report. In this regard, he explained that it will examine whether or not it falls under the substantive examination of delisting. Samwoo EMC Korea Exchange KOSDAQ Market Headquarters announced that Samwoo EMC had completely eroded its capital on the same day, and provided financial statements proving the resolution of the reason by the next month. Failure to submit an audit report by the same auditor to Korea could be a cause for delisting. Because of this, the domestic automobile industry faces a new car at the Seoul Motor Show, and the flowers of the motor show Racing models sexy Kim Jong-un’s nuclear war ultimatum command to wait for missile fire Enter Korea’s world’s first helicopter-developed country View the E-Daily newspaper anytime, anywhere in your life Smart Economy Comprehensive Broadcasting E-Daily Real-Time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
523,"Ahead of the Super Shareholders' Day, the number of companies designated as management stocks or investors' alert stocks is rapidly increasing. According to the Korea Exchange, Neo Purple Reneco Ssangyong E&C Free Tour IDEN DS Withas Kiryung Neurotech were designated as management stocks only on the last day, according to the Korea Exchange. .By reason for designation as a management item, Kiryung Ssangyong E&C Neo Purple fell in the category of capital erosion rate or higher. In the most recent business year, Kiryung Ssangyong E&C IDEN has equity capital of KRW 100 million Kiryung Ssangyong E&C was included in the following items. In addition, the number of stocks designated as stocks to alert investors increased. Neo Purple Free Tour Withas DS was designated as an item to alert investors due to the inappropriate internal accounting management system. Officials from the Korea Exchange should submit an audit report one week before the regular general meeting of shareholders, but it is the day before since many companies hold general shareholders' meetings. He said that the number of audit reports has increased, and that the number of items designated as management items or investment alert items has increased. did not submit In the KOSDAQ market, G&ST Morins GI Bio Wookyung Luxon Energy Wise Power Galaxia Comz Dworks Global has passed the deadline. Meanwhile, Samyang Optics announced that it had received a limited audit opinion from the auditor in the audit report submitted to Japan. About this, the trading was suspended until the morning of the next day. Reporter Ji-woong Lee. Yong-man Kim, how much money was wasted on stock gambling Jang Geun-suk car accident driving a sports car Sexual service video Unconditionally calling Mao Asada Corrective black face rabbit front teeth Naver News Stop worrying just by setting the news Herald Live News Herald Economy . Unauthorized reproduction or redistribution is prohibited. Herald Economy Mobile Web Shortcut Mobile App Download |"
524,"R&L Bio, a listed company on the stock market, was in danger of being delisted after its audit opinion was rejected, such as Neo Purple DS. KOSDAQ listed companies Neo Purple DS Eduance Mtek Vision Withas were also rejected for an audit opinion and were also in danger of being withdrawn from the stock market. It has been subject to delisting due to reasons such as rejection. Listed companies that are allowed to submit audit reports after this date are only among the monthly settlement companies. Therefore, it can be said that the outline of the company's withdrawal from the monthly settlement is almost revealed. Among listed companies on the stock market, R&L Bio was in danger of being delisted by public notice because it received an audit opinion rejection. The audit firm of R&L Bio, which represents the domestic stem cell business, said that it was unable to secure sufficient audit evidence, such as failing to verify the appropriateness of the 100 million won invested in related companies, and raised the question of its ability to continue as a going concern. Companies that have received a rejection of the audit opinion will be delisted if they do not file an objection within one week. In the KOSDAQ market, Neo Purple DS Mysco Eduence Mtekvision Withas Free Tour announced that they received an audit opinion rejection. Yuilensys received an unfavorable opinion. On this day, Kiryung E&E, who had received a request for disclosure from the exchange due to a rumor that the audit opinion would be inappropriate, announced that it was a limited opinion. Companies such as G&ST GI Bio, Wookyung Dworks Global, Hansung Lcomtech, Samwoo EMC, which have already been designated as management items, did not submit an audit report until today. The secret to exceeding 100 million won in profits is Kim Yuna, chairman of the chaebol, the fact that Lee Bong-won goes bankrupt in every business he touches, but an office worker keeps confessing to his husband at night. We exercise copyright in accordance with the Digital News Usage Rules of the Korea Online Newspaper Association, which is prohibited from redistribution."
525,"Reinforcement of Responsible Management To help improve earnings through quick decision-making More and more companies are splitting up the mobile business from the beginning of the year. Analysts say that it will have a positive effect on the stock price if it responds quickly to the rapidly changing mobile market by strengthening responsible management. An official said that although there is a strong player called KakaoTalk, they do not believe that the mobile market has been fixed yet. If the mobile sector is separated, it will strengthen its expertise and develop new services that can catch up with KakaoTalk. J-Way, which is in the video content business, also has a mobile business It was decided to split the division and create a new call manner. The newly established subsidiary will develop a solution that connects the surrogate operation call center and drivers' smartphones. The decision is that if the mobile division, which had been operated loosely by looking only at the performance of the existing video business, is separated, mobile sales will be revitalized and capabilities can be focused on developing new solutions. An official of J-Way said that it would expand the business area and increase competitiveness by separating the mobile business division, which was previously carried out on a small scale. It was decided to establish Withas Mobile. Experts analyzed that if J-Way and Withas separated the mobile business sector and concentrated their capabilities, it would be a good thing for the parent company as well. Lee Byung-joon, a researcher at Tongyang Securities, said that the intention of companies to split the mobile division is to focus on their respective businesses. Reporter Kwang-Woo Kang, the greatest global dominance in history. When exposed to a lot of sunlight, a surprising result. A Japanese-Korean genius girl, whose humiliation was infinitely devastating, worked once again. Online Shopping Mall Reason Shop"
526,"Daishin Information and Communication announced that it had signed a KRW 100 million financial system development and maintenance service contract with the Japan Post Information Center. Hans BioMed announced that it had signed a KRW 100 million supply contract for demineralized bone graft material with Japan. Heating Corporation's monthly heat sales were . Cold water sales increased, but . Increased electricity sales. Techwing announced that it had decided to issue 100 million won worth of bonds with warrants for the private equity firm of Ajou Ivy Growth Champ instead of IL COFC. see . The operating profit increased to KRW trillion . The net profit of billion won increased . It was announced that it had surged to 100 million won. Securities CEO Lee Hyun-seung announced that he had bought Manchuria of one company's stock at KRW per share. Securities announced that Il Networks traded Manchuria, all of its stocks, after hours. As a result, the stake of the largest shareholder including related parties has decreased to . Daehan New Pharm announced that it had signed a strategic alliance with a Japanese company to commercialize and sell cell culture media. The technology announced that a former executive had been accused of embezzlement in the business. The amount of embezzlement is in the billions of won. Enter Technology is on a halt in trading to determine whether it falls under the substantive examination of delisting in relation to the disclosure of the change in the largest shareholder on the previous day. Sajo Ohyang announced on the day that it had agreed to guarantee a debt of 100 million won to its affiliate Sajo Biofeed. Woongjin Chemical passed all Manchuria owned by Chairman Yoon Seok-geum to Yoon Hyeong-deok Yoon Sae-bom. It was announced on the day that it was sold over-the-counter. The unit price of disposal is won per share, and Mr. Yoon's stake increases from Manchuria to that of Manchurian Saebom Yoon. The stakes held by related parties other than Woongjin Holdings, the largest shareholder, are billions of shares. Kukje DY announced on the day that it had decided to merge Kukje, its subsidiary, through a small-scale merger in order to diversify its business. The merger due date is the day of the month, and the merger ratio is . Starflex announced on the day that it had agreed to acquire 10,000 won worth of Star Chemical redemption preferred stock from Q Capital and IBK. It was announced on the day that a delinquency had occurred. The company said that it is discussing repayment with the creditors and that it will repay it as soon as possible in connection with the recovery bonds and the issuance in progress. did. TY Money, an affiliated company, is eligible for allocation. Dongyang Networks also announced that Hyundai CNI has filed a service charge of KRW 100 million. As a result of the assembly of related parties, Hansung Lcomtech will hold the debtor's surviving stock by the next month, stock transfer, merger, spin-off, and division. It was announced on the same day that it had decided to submit a rehabilitation plan for business continuation by establishment of a new company through a merger or transfer of business. It was announced on the same day. Withas announced on the same day that it had decided to split up Withas Mobile, which is engaged in the business of selling telecommunication terminals. The split date is the day of the month, and it is a physical split method in which Withas holds the shares of Withas Mobile. Suspicion of lottery winner tampering The system is full and I can't even dream of buying it at that time. I can't even dream of living at that time. Seoul farmer Mr. Kim is on a lot of scrap land in Sejong City, and around the entire house is 10,000 won Apartments 10,000 won Luxury Whistler Rice Cooker Why is it expensive? Reproduction and redistribution prohibited"
527,"The following are major announcements released after the close of the day. In the securities market, the Korea District Heating Corporation recorded 10,000 heat sales last month, compared to the same month of the previous year. compared to the previous month. It was announced that there was an increase. Electricity sales are in ten thousand million. compared to the same month of the previous year. compared to the previous month. Increase. Hyundai Cement announced that it had decided to take over 100 million won in debt from Myungbo DNC related to financing loans for an apartment project in Dujeong-dong, Cheonan. The expected date of taking over the debt is on the following day. Lotte Samkang announced on the same day that it achieved KRW trillion in sales and KRW billion in operating profit last year. Compared to the same period last year, sales were . increased and operating profit was . Increase. Cheongho Comnet announced that it has decided to lend KRW 100 million to its affiliates. The interest rate is . and the loan period is until the next month. Sajo Oyangeun announced that its affiliate Sajo Biofeed has decided to guarantee the debt for 100 million won borrowed from the Korea Eximbank Gwangju branch. Announced that it has decided to issue a capital increase in the method of distributing students of the size. Tongyang Networks also announced that Hyundai CNI has filed a service charge claim worth KRW 100 million. KOSDAQ Market IDS announced that it had adjusted the exercise price of warrants from KRW to KRW in accordance with the drop in market price. The deadline for response is noon. Enter Technology announced that former CEO Young-ho Lee and other executives are being accused of embezzlement and breach of trust in business worth KRW 100 million. The company explained that it will take civil and criminal actions depending on the progress of the lawsuit. Kukje DY announced that it had decided to merge with its subsidiary, Kukje. The merger date is Monday. Withas announced that it has decided to spin off the company. Withas decided to separate the mobile business and establish Withas Mobile. Jener Systems announced that a loan of KRW 100 million in delinquency occurred due to delay in the collection of accounts receivable and investment. announced to be submitted. Hansung Elcomtech reported that the decision was made at the meeting of related people held at the Seoul Central District Court on the last day. Chosun Biz Hot News Nongshim's unprecedented nourishment tonic coffee is slashed. Power Gangnam Reconstruction Big Move Equus Customers Differently Hyundai Motor Company Special."
528,"Correction of Decision to Reduce Withas Common Shares. Hwaseong Industrial Dividend Base Date Dividend per share Won cash-in-kind dividend decision. Requested disclosure of reports on Ssangyong Motor's rights offering. DUZON BIZON's provisional sales for the quarter reached billions of dollars, compared to the previous quarter. increase. Freetech's provisional sales for the quarter reached KRW billion, up QoQ. Hunus' quarterly provisional sales amounted to billions of dollars, compared to the previous quarter. decrease. Fine Digital Dividend Base Date Dividend per share Won cash-in-kind dividend decision. Acquired a patent for the manufacturing method of Nuriplan lighting device. Download real-time spike detection program Daily trading volume Top stocks Mirae Industries Ewha Electricity Speco Korea Bonbank World C&T First Tech Open Base Withas Kukje DY Dongyang Steel Pipe Kumho Securities Newvotech Taechang Paros Hansol Solgobio Sunny Electronics Neo Purple Nature and Environment Wooridul Pharmaceutical North Korea’s car nuclear test Huge The new model chosen by the manager of a large corporation is unexpected because of its power, but the humiliation of the room salon and nightclub is scary China right down to the chin."
529,"From the New Year, companies are starting to implement potatoes. The reason they publicly publicize the reduction in measures is the improvement of the financial structure. But if you look inside, the story is a little different. Among the companies that announced the potato reduction plan this year, one promoted the sale of the potato and the management right at the same time. Withas, a telecommunication equipment company, announced that the largest shareholder had changed within one day of the announcement of the potato merger, which would be a common stock. Last day, Withas announced that the largest shareholder had changed from Chun-ho Park and others to Young-man Lee. KIC, a facility manufacturer, is also working on potatoes. On the last day of last month, KIC signed a contract to transfer KIC shares held by the existing largest shareholder, Ace Engineering & Construction, to Nara Ace Holdings. Instead of reducing the capital, it is a method of wiping off the deficit through potato arbitrage. A proper potato reduction serves as a new opportunity for both companies and shareholders in that it improves the financial structure of companies. There are times when it is used When a company is sold to another investor. People who want to buy a company are reluctant to buy a company with a complicated equity relationship. Companies with too many minority shareholders' equity are also subject to avoidance. At this time, if the reduction is implemented, ordinary shareholders can leave and the stake relationship can be organized more simply. This is why the stock price often falls to the lower limit the day after the announcement of the reduction. Withas also closed the market by lowering the price to the limit right after the market opened on the day after the announcement of the potato. KIC also fell to the lowest price on the news of the decision to reduce the potato last day. An official in the securities industry said that it is inevitable to cut potatoes, but pushing both potato and potato at the same time seems to be the intention to reduce the number of minority shareholders. He explained that although he can get cash through the company, ordinary shareholders have no choice but to bear the damage caused by the decline in their shares. He pointed out that there are a lot of people who go out on TV, but it is necessary to take a closer look at the real reason for the potato. Chosun Biz Hot News Samsung's secret weapon Bent disclosure . Should I wash my minus hand disgrace?"
530,"The following is the news of major stocks after the close of the market. Woongjin Chemical announced that all 10,000 shares of Woongjin Group Chairman Yoon Seok-geum had been sold over-the-counter to his son Hyungdeok Saebom. Hyeongdeok Saebom's stake increased to Manchuria and Manchuria, respectively. It was announced that Withas Mobile would be established by separating the Withas Mobile business. The company explained that it was to increase management efficiency. In order to diversify the business of Kukje D.Y., it was announced that it would merge with Kukje, a construction company, which is a subsidiary. The merger date is the coming month, and the merger ratio is announced that it will take over 100 million won of Myungbo DNC's debt related to the financing loan for the apartment project in Dujeong-dong, Cheonan, Cheonan. The expected date of debt underwriting was announced that it is pursuing a paid-in capital increase in the method of apportionment of pupils to public interest bonds through an inquiry public response to the soaring stock price of Japan and Korea Shipping. It was announced that each had been disposed of. As a result, Chairman Kim Soo-kyung's stake decreased to . Announced that it had signed a contract for production and supply of demineralized bone graft materials with the customer's trademark. Announced on the day that Telecom Vice Chairman Jeong Man-won sold treasury stock on the stock exchange. The number of remaining shares of Vice Chairman Chung was announced that damaged cargo was discovered while carrying out cargo transportation in China and was detained by the cargo consignee at Yanghe Port in China on the last day. Announced that he had been detained in China's Jusan Islands since last month Announcing that it has lost its preferred bidder status and plans to select a new preferred bidder and proceed with the sale of real estate Announced that it had signed a strategic alliance with the Cell Science Research Center in Japan to expand its bio business to sell products. It was announced that repayment of a loan worth KRW 100 million was delayed. Sold all chemical shares over-the-counter to two sons Anytime, anywhere in your life View the E-Daily newspaper right away Smart economy comprehensive broadcast E-Daily Real-time news and securities trading Financial market E-Daily mobile service Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
